method,source,source_label,target,target_label,rank,score
focused_vector,TG:P0021:n3,ion concentration gradients,TG:P0172:n3,solvation entropy differences of redox ions,8,0.8885324597358704
focused_vector,TG:P0021:n3,ion concentration gradients,TG:P0209:n1,concentration gradients,9,0.872318685054779
focused_vector,TG:P0021:n3,ion concentration gradients,TG:P0081:n3,chemical heterogeneity,10,0.8716332316398621
focused_vector,TG:P0025:n4,short-circuit current density,TG:P0025:n1,low FA concentrations,1,0.9780345559120178
focused_vector,TG:P0025:n4,short-circuit current density,TG:P0025:n3,reaction kinetics,2,0.971349835395813
focused_vector,TG:P0025:n4,short-circuit current density,TG:P0025:n2,desolvation of redox ions,3,0.9649012684822083
focused_vector,TG:P0025:n4,short-circuit current density,TG:P0229:n4,short circuit current,4,0.8760259747505188
focused_vector,TG:P0025:n4,short-circuit current density,TG:P0025:n6,activation energy of the redox reaction,5,0.8749390840530396
focused_vector,TG:P0025:n4,short-circuit current density,TG:P0217:n2,current and potential,6,0.8711379766464233
focused_vector,TG:P0025:n4,short-circuit current density,TG:P0035:n1,MC,7,0.8687877655029297
focused_vector,TG:P0025:n4,short-circuit current density,TG:P0229:n1,electrolyte concentration,8,0.8678275346755981
focused_vector,TG:P0025:n4,short-circuit current density,TG:P0291:n1,concentration of the redox couple,9,0.8656790256500244
focused_vector,TG:P0025:n4,short-circuit current density,TG:P0035:n2,in situ redox reactions,10,0.865181565284729
focused_vector,TG:P0027:n2,ioninduced crystallization,TG:P0027:n1,guanidium chloride (GdmCl) salts,1,0.9745661020278931
focused_vector,TG:P0027:n2,ioninduced crystallization,TG:P0027:n3,Seebeck coefficient,2,0.9704983830451965
focused_vector,TG:P0027:n2,ioninduced crystallization,TG:P0039:n2,[Fe(CN)(6)](4-) ion crystallization,3,0.9046116471290588
focused_vector,TG:P0027:n2,ioninduced crystallization,TG:P0167:n2,crystallization induced by Gdm(+) with [Fe(CN)(6)](4-),4,0.9007409811019897
focused_vector,TG:P0027:n2,ioninduced crystallization,TG:P0039:n1,guanidine ion,5,0.8872604370117188
focused_vector,TG:P0027:n2,ioninduced crystallization,TG:P0248:n1,MEMSA hydroxide and guanidine hydrochloride,6,0.8865298628807068
focused_vector,TG:P0027:n2,ioninduced crystallization,TG:P0248:n3,Seebeck coefficient,7,0.8829835653305054
focused_vector,TG:P0027:n2,ioninduced crystallization,TG:P0039:n3,thermogalvanic effect,8,0.8786939382553101
focused_vector,TG:P0027:n2,ioninduced crystallization,TG:P0248:n2,solvation structure of [Fe(CN)6]3-,9,0.8783904910087585
focused_vector,TG:P0027:n2,ioninduced crystallization,TG:P0031:n3,crystallization of [Fe(CN)6]4-,10,0.8749546408653259
focused_vector,TG:P0030:n4,thermovoltage,TG:P0030:n1,18-crown-6,1,0.9790816307067871
focused_vector,TG:P0030:n4,thermovoltage,TG:P0030:n3,thermodiffusion of the cation,2,0.9766865968704224
focused_vector,TG:P0030:n4,thermovoltage,TG:P0030:n2,cationic selective complexing agent,3,0.9717219471931458
focused_vector,TG:P0030:n4,thermovoltage,TG:P0043:n2,thermodiffusion,4,0.8920074105262756
focused_vector,TG:P0030:n4,thermovoltage,TG:P0043:n1,KCl,5,0.8816463351249695
focused_vector,TG:P0030:n4,thermovoltage,TG:P0043:n3,[Fe(CN)6]3-/[Fe(CN)6]4-,6,0.8791595101356506
focused_vector,TG:P0030:n4,thermovoltage,TG:P0018:n3,solvation structure,7,0.8723664879798889
focused_vector,TG:P0030:n4,thermovoltage,TG:P0219:n4,thermocapacitance,8,0.8649410605430603
focused_vector,TG:P0030:n4,thermovoltage,TG:P0043:n4,thermal current,9,0.8647201657295227
focused_vector,TG:P0030:n4,thermovoltage,TG:P0264:n4,thermopower,10,0.8620324730873108
focused_vector,TG:P0045:n3,ion concentration,TG:P0045:n4,thermoelectric performance,1,0.9757910966873169
focused_vector,TG:P0045:n3,ion concentration,TG:P0045:n2,confined ion transportation in micro/nano channels,2,0.9647229909896851
focused_vector,TG:P0045:n3,ion concentration,TG:P0045:n1,salting out effect,3,0.9626115560531616
focused_vector,TG:P0045:n3,ion concentration,TG:P0161:n3,ion transport and concentration equilibrium,4,0.928152859210968
focused_vector,TG:P0045:n3,ion concentration,TG:P0150:n2,ionic conductivity,5,0.9062181711196899
focused_vector,TG:P0045:n3,ion concentration,TG:P0161:n1,aggregation of ions near the two electrodes,6,0.9057677388191223
focused_vector,TG:P0045:n3,ion concentration,TG:P0011:n3,current density,7,0.9022418260574341
focused_vector,TG:P0045:n3,ion concentration,TG:P0161:n2,gel structure,8,0.8980337977409363
focused_vector,TG:P0045:n3,ion concentration,TG:P0161:n4,charge storage,9,0.8907615542411804
focused_vector,TG:P0045:n3,ion concentration,TG:P0043:n2,thermodiffusion,10,0.8836661577224731
focused_vector,TG:P0051:n3,temperature difference,TG:P0051:n1,PDMS/CuO/Cu electrodes,1,0.9748983979225159
focused_vector,TG:P0051:n3,temperature difference,TG:P0051:n2,photothermal conversion,2,0.9743104577064514
focused_vector,TG:P0051:n3,temperature difference,TG:P0051:n4,open-circuit voltage,3,0.9703450798988342
focused_vector,TG:P0051:n3,temperature difference,TG:P0055:n2,thermal isolation of the electrodes,4,0.8861197829246521
focused_vector,TG:P0051:n3,temperature difference,TG:P0136:n2,photothermal conversion,5,0.8849626183509827
focused_vector,TG:P0051:n3,temperature difference,TG:P0134:n1,temperature difference,6,0.8814878463745117
focused_vector,TG:P0051:n3,temperature difference,TG:P0136:n3,temperature gradient,7,0.8780323266983032
focused_vector,TG:P0051:n3,temperature difference,TG:P0055:n3,power output,8,0.873387336730957
focused_vector,TG:P0051:n3,temperature difference,TG:P0055:n1,Gelation,9,0.8710306882858276
focused_vector,TG:P0051:n3,temperature difference,TG:P0211:n2,temperature difference that determines the voltage,10,0.8676242828369141
focused_vector,TG:P0067:n3,thermal conductivity,TG:P0067:n2,thermal barrier,1,0.9816522598266602
focused_vector,TG:P0067:n3,thermal conductivity,TG:P0067:n4,Seebeck coefficient,2,0.9794679284095764
focused_vector,TG:P0067:n3,thermal conductivity,TG:P0067:n1,polyvinylidene fluoride diaphragm,3,0.9750858545303345
focused_vector,TG:P0067:n3,thermal conductivity,TG:P0055:n2,thermal isolation of the electrodes,4,0.8855960369110107
focused_vector,TG:P0067:n3,thermal conductivity,TG:P0076:n1,low thermal conductivity,5,0.8853740692138672
focused_vector,TG:P0067:n3,thermal conductivity,TG:P0045:n4,thermoelectric performance,6,0.87893146276474
focused_vector,TG:P0067:n3,thermal conductivity,TG:P0042:n3,low thermal conductivity,7,0.8779861330986023
focused_vector,TG:P0067:n3,thermal conductivity,TG:P0055:n1,Gelation,8,0.8777597546577454
focused_vector,TG:P0067:n3,thermal conductivity,TG:P0055:n3,power output,9,0.8722544312477112
focused_vector,TG:P0067:n3,thermal conductivity,TG:P0043:n4,thermal current,10,0.8694301247596741
focused_vector,TG:P0069:n4,thermovoltage signals,TG:P0069:n3,heat,1,0.9727422595024109
focused_vector,TG:P0069:n4,thermovoltage signals,TG:P0069:n1,upper photothermal layer,2,0.9682825803756714
focused_vector,TG:P0069:n4,thermovoltage signals,TG:P0069:n2,absorb light,3,0.9507102370262146
focused_vector,TG:P0069:n4,thermovoltage signals,TG:P0136:n2,photothermal conversion,4,0.9016832113265991
focused_vector,TG:P0069:n4,thermovoltage signals,TG:P0136:n3,temperature gradient,5,0.8835207223892212
focused_vector,TG:P0069:n4,thermovoltage signals,TG:P0136:n1,placing thermoelectric hydrogels on top of a photothermal hydrogel,6,0.8804382681846619
focused_vector,TG:P0069:n4,thermovoltage signals,TG:P0087:n1,photothermal-thermoelectric coupling,7,0.8743482828140259
focused_vector,TG:P0069:n4,thermovoltage signals,TG:P0202:n1,photothermal membranes,8,0.8680542707443237
focused_vector,TG:P0069:n4,thermovoltage signals,TG:P0194:n2,thermogalvanic effect,9,0.8588764071464539
focused_vector,TG:P0069:n4,thermovoltage signals,TG:P0202:n2,thermal concentration,10,0.8581289052963257
focused_vector,TG:P0077:n2,power density,TG:P0077:n1,enhancing (suppressing) heat transfer between the hot (cold) side and ambient air,1,0.9626318216323853
focused_vector,TG:P0077:n2,power density,TG:P0317:n2,maximum power density of 1461 mW/m(2),2,0.9142202138900757
focused_vector,TG:P0077:n2,power density,TG:P0199:n3,output power density,3,0.9100225567817688
focused_vector,TG:P0077:n2,power density,TG:P0189:n4,power density,4,0.8938212990760803
focused_vector,TG:P0077:n2,power density,TG:P0187:n2,power output density,5,0.8923895955085754
focused_vector,TG:P0077:n2,power density,TG:P0181:n2,heat losses,6,0.8874449133872986
focused_vector,TG:P0077:n2,power density,TG:P0286:n3,maximum power density,7,0.8856938481330872
focused_vector,TG:P0077:n2,power density,TG:P0155:n3,output power,8,0.8832149505615234
focused_vector,TG:P0077:n2,power density,TG:P0181:n3,solar thermal conversion efficiency,9,0.8776200413703918
focused_vector,TG:P0077:n2,power density,TG:P0296:n2,maximum power output density,10,0.8724903464317322
focused_vector,TG:P0081:n1,temperature gradient,TG:P0081:n5,thermopower,1,0.9773749113082886
focused_vector,TG:P0081:n1,temperature gradient,TG:P0081:n3,chemical heterogeneity,2,0.9676066637039185
focused_vector,TG:P0081:n1,temperature gradient,TG:P0081:n2,localized oxidation of a nickel-bipyridine complex at the hot electrode only,3,0.9618052840232849
focused_vector,TG:P0081:n1,temperature gradient,TG:P0283:n2,concentration gradient of redox ion pairs,4,0.9158880114555359
focused_vector,TG:P0081:n1,temperature gradient,TG:P0035:n3,redox species concentration gradients near the electrodes,5,0.9009386301040649
focused_vector,TG:P0081:n1,temperature gradient,TG:P0126:n1,temperature gradients between copper electrodes,6,0.8979093432426453
focused_vector,TG:P0081:n1,temperature gradient,TG:P0009:n2,continuous concentration gradient of redox ions,7,0.8920653462409973
focused_vector,TG:P0081:n1,temperature gradient,TG:P0283:n3,performance of the thermo-electrochemical cells,8,0.8912110924720764
focused_vector,TG:P0081:n1,temperature gradient,TG:P0021:n3,ion concentration gradients,9,0.8902724981307983
focused_vector,TG:P0081:n1,temperature gradient,TG:P0283:n1,temperature-dependent host-guest interaction,10,0.8887465000152588
focused_vector,TG:P0082:n2,interfacial resistance gating,TG:P0082:n4,thermoelectric current,1,0.9652068614959717
focused_vector,TG:P0082:n2,interfacial resistance gating,TG:P0082:n1,deformation,2,0.9436478018760681
focused_vector,TG:P0082:n2,interfacial resistance gating,TG:P0169:n4,interface charge transfer resistance,3,0.8640584349632263
focused_vector,TG:P0082:n2,interfacial resistance gating,TG:P0012:n1,thermoelectricity,4,0.8573819994926453
focused_vector,TG:P0082:n2,interfacial resistance gating,TG:P0272:n1,improved contact and connection between tellurium thermoelectric nanowires,5,0.8452111482620239
focused_vector,TG:P0082:n2,interfacial resistance gating,TG:P0123:n4,protective properties of the passive film,6,0.8359774351119995
focused_vector,TG:P0082:n2,interfacial resistance gating,TG:P0199:n2,electroactive interface,7,0.8351230621337891
focused_vector,TG:P0082:n2,interfacial resistance gating,TG:P0019:n4,thermogalvanic and piezoresistive effects,8,0.8349242806434631
focused_vector,TG:P0082:n2,interfacial resistance gating,TG:P0123:n3,thermogalvanic coupling time,9,0.8346548080444336
focused_vector,TG:P0082:n2,interfacial resistance gating,TG:P0035:n4,thermoelectric voltage,10,0.8332889080047607
focused_vector,TG:P0086:n3,mass transport,TG:P0086:n2,heat transfer,1,0.9849188327789307
focused_vector,TG:P0086:n3,mass transport,TG:P0086:n1,natural convection,2,0.9820370078086853
focused_vector,TG:P0086:n3,mass transport,TG:P0086:n4,Delta T,3,0.9770903587341309
focused_vector,TG:P0086:n3,mass transport,TG:P0086:n5,effective thermal conductivity,4,0.9750126600265503
focused_vector,TG:P0086:n3,mass transport,TG:P0127:n5,Mass transport,5,0.8841038942337036
focused_vector,TG:P0086:n3,mass transport,TG:P0189:n2,natural convection,6,0.8799790143966675
focused_vector,TG:P0086:n3,mass transport,TG:P0303:n1,Natural convection,7,0.8643737435340881
focused_vector,TG:P0086:n3,mass transport,TG:P0189:n3,ion transport flux and overpotentials,8,0.8606529831886292
focused_vector,TG:P0086:n3,mass transport,TG:P0189:n4,power density,9,0.8593308925628662
focused_vector,TG:P0086:n3,mass transport,TG:P0303:n2,diffusive boundary layers,10,0.8565628528594971
focused_vector,TG:P0088:n4,temperature difference across the cell,TG:P0088:n1,Split P,1,0.9807930588722229
focused_vector,TG:P0088:n4,temperature difference across the cell,TG:P0088:n3,thermal resistances,2,0.9803552627563477
focused_vector,TG:P0088:n4,temperature difference across the cell,TG:P0088:n2,surface area/volume ratio,3,0.9714148640632629
focused_vector,TG:P0088:n4,temperature difference across the cell,TG:P0211:n1,internal resistances of the cell,4,0.8792407512664795
focused_vector,TG:P0088:n4,temperature difference across the cell,TG:P0226:n2,thermal conditions,5,0.86700439453125
focused_vector,TG:P0088:n4,temperature difference across the cell,TG:P0211:n2,temperature difference that determines the voltage,6,0.8641810417175293
focused_vector,TG:P0088:n4,temperature difference across the cell,TG:P0134:n1,temperature difference,7,0.8578343987464905
focused_vector,TG:P0088:n4,temperature difference across the cell,TG:P0208:n3,heat transfer through the cells,8,0.853901207447052
focused_vector,TG:P0088:n4,temperature difference across the cell,TG:P0187:n2,power output density,9,0.8506643772125244
focused_vector,TG:P0088:n4,temperature difference across the cell,TG:P0051:n3,temperature difference,10,0.848932683467865
focused_vector,TG:P0108:n3,ion diffusion coefficients,TG:P0108:n2,kinetic rate constants,1,0.971126139163971
focused_vector,TG:P0108:n3,ion diffusion coefficients,TG:P0288:n2,higher diffusion coefficients,2,0.8554785847663879
focused_vector,TG:P0108:n3,ion diffusion coefficients,TG:P0247:n2,thermal diffusion,3,0.8353533744812012
focused_vector,TG:P0108:n3,ion diffusion coefficients,TG:P0224:n2,diffusion coefficient,4,0.8333425521850586
focused_vector,TG:P0108:n3,ion diffusion coefficients,TG:P0247:n3,Seebeck coefficient,5,0.830251157283783
focused_vector,TG:P0108:n3,ion diffusion coefficients,TG:P0232:n1,thermal diffusion,6,0.8292544484138489
focused_vector,TG:P0108:n3,ion diffusion coefficients,TG:P0220:n1,different diffusivity of individual ions,7,0.8280079364776611
focused_vector,TG:P0108:n3,ion diffusion coefficients,TG:P0134:n3,thermal diffusion potential (TDP),8,0.8270379304885864
focused_vector,TG:P0108:n3,ion diffusion coefficients,TG:P0247:n1,ionic interactions,9,0.8255168199539185
focused_vector,TG:P0108:n3,ion diffusion coefficients,TG:P0300:n3,diffusion pathways of electrolyte ions,10,0.82538241147995
focused_vector,TG:P0110:n2,sensitivity,TG:P0110:n1,Peltier coefficient,1,0.9698966145515442
focused_vector,TG:P0110:n2,sensitivity,TG:P0241:n2,higher sensitivity,2,0.8866904973983765
focused_vector,TG:P0110:n2,sensitivity,TG:P0035:n1,MC,3,0.8530570268630981
focused_vector,TG:P0110:n2,sensitivity,TG:P0212:n3,Peltier heats,4,0.852230429649353
focused_vector,TG:P0110:n2,sensitivity,TG:P0035:n3,redox species concentration gradients near the electrodes,5,0.8505515456199646
focused_vector,TG:P0110:n2,sensitivity,TG:P0128:n1,ohmic resistances,6,0.8491997718811035
focused_vector,TG:P0110:n2,sensitivity,TG:P0292:n2,electrical potential difference between the electrodes,7,0.8486117124557495
focused_vector,TG:P0110:n2,sensitivity,TG:P0283:n2,concentration gradient of redox ion pairs,8,0.8480721712112427
focused_vector,TG:P0110:n2,sensitivity,TG:P0035:n4,thermoelectric voltage,9,0.8476605415344238
focused_vector,TG:P0110:n2,sensitivity,TG:P0032:n3,sensing performance,10,0.8462110757827759
focused_vector,TG:P0124:n2,corrosion rates,TG:P0230:n2,galvanic corrosion rates of copper,1,0.9398458003997803
focused_vector,TG:P0124:n2,corrosion rates,TG:P0124:n1,Thermogalvanic corrosion,2,0.9162039160728455
focused_vector,TG:P0124:n2,corrosion rates,TG:P0230:n1,Temperature and Reynolds number,3,0.9144721031188965
focused_vector,TG:P0124:n2,corrosion rates,TG:P0242:n1,thermogalvanic and heat-transfer corrosion,4,0.907082200050354
focused_vector,TG:P0124:n2,corrosion rates,TG:P0049:n3,thermogalvanic corrosion of the copper electrode,5,0.9029439091682434
focused_vector,TG:P0124:n2,corrosion rates,TG:P0151:n2,thermogalvanic corrosion of iron,6,0.901563823223114
focused_vector,TG:P0124:n2,corrosion rates,TG:P0326:n2,corrosion,7,0.8723233938217163
focused_vector,TG:P0124:n2,corrosion rates,TG:P0049:n1,hydrochloric acid (HCl),8,0.8709381818771362
focused_vector,TG:P0124:n2,corrosion rates,TG:P0049:n2,redox kinetic rate of Q/HQ,9,0.870119035243988
focused_vector,TG:P0124:n2,corrosion rates,TG:P0152:n3,TG currents,10,0.8686646819114685
focused_vector,TG:P0136:n3,temperature gradient,TG:P0136:n2,photothermal conversion,1,0.9655012488365173
focused_vector,TG:P0136:n3,temperature gradient,TG:P0136:n1,placing thermoelectric hydrogels on top of a photothermal hydrogel,2,0.9554757475852966
focused_vector,TG:P0136:n3,temperature gradient,TG:P0069:n3,heat,3,0.891328752040863
focused_vector,TG:P0136:n3,temperature gradient,TG:P0191:n2,photothermal layer,4,0.8880573511123657
focused_vector,TG:P0136:n3,temperature gradient,TG:P0069:n1,upper photothermal layer,5,0.8851218819618225
focused_vector,TG:P0136:n3,temperature gradient,TG:P0069:n4,thermovoltage signals,6,0.8835207223892212
focused_vector,TG:P0136:n3,temperature gradient,TG:P0156:n2,thermoelectric hydrogel,7,0.8807801604270935
focused_vector,TG:P0136:n3,temperature gradient,TG:P0051:n2,photothermal conversion,8,0.8793761730194092
focused_vector,TG:P0136:n3,temperature gradient,TG:P0051:n3,temperature difference,9,0.8780323266983032
focused_vector,TG:P0136:n3,temperature gradient,TG:P0081:n1,temperature gradient,10,0.8745884895324707
focused_vector,TG:P0137:n3,thermodiffusion effect,TG:P0137:n1,Grafting guanidinium salt ions,1,0.9722444415092468
focused_vector,TG:P0137:n3,thermodiffusion effect,TG:P0137:n2,selective separation of positive and negative ions,2,0.967597246170044
focused_vector,TG:P0137:n3,thermodiffusion effect,TG:P0137:n5,selective complexation/desorption of Fe3+ at cold and hot ends,3,0.8923099040985107
focused_vector,TG:P0137:n3,thermodiffusion effect,TG:P0137:n6,concentration and entropy difference of redox pairs,4,0.8807256817817688
focused_vector,TG:P0137:n3,thermodiffusion effect,TG:P0137:n4,introduction of melamine,5,0.8799830675125122
focused_vector,TG:P0137:n3,thermodiffusion effect,TG:P0039:n3,thermogalvanic effect,6,0.8669121861457825
