active_mention_ids,aliases,claim_count,concept_id,decision_group,definition,domain,label,mention_ids,normalization_reason,normalization_status,paper_ids,roles,source_document_count
"[""iTE:P1719:rates""]","[""Distinct Li+ and Cl- diffusion rates""]",2,iTE:C0d8d832d4c36e9,,,iTE,Distinct Li+ and Cl- diffusion rates,"[""iTE:P1719:rates""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1719""]","[""quantity""]",1
"[""iTE:P1895:longprogram""]","[""C10 peak FWHM <95 ms""]",1,iTE:C0d8f6fbb877c99,,,iTE,C10 peak FWHM <95 ms,"[""iTE:P1895:longprogram""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1895""]","[""quantity""]",1
"[""iTE:P1185:a""]","[""Tellurium deposition""]",1,iTE:C0d9028501385f6,,,iTE,Tellurium deposition,"[""iTE:P1185:a""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1185""]","[""mechanism_process""]",1
"[""iTE:P1040:diagram""]","[""Delta–U diagrams""]",2,iTE:C0d96e798475661,,,iTE,Delta–U diagrams,"[""iTE:P1040:diagram""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1040""]","[""design_strategy""]",1
"[""iTE:P0607:n2""]","[""Length-regulated oligo(ethylene glycol) pendant groups""]",1,iTE:C0d9829ea66c18b,,,iTE,Length-regulated oligo(ethylene glycol) pendant groups,"[""iTE:P0607:n2""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0607""]","[""material_entity""]",1
"[""iTE:P0728:alloys""]","[""AM2X2 alloys""]",1,iTE:C0d98d7a7a94c14,,,iTE,AM2X2 alloys,"[""iTE:P0728:alloys""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0728""]","[""material_entity""]",1
"[""iTE:P1827:cr""]","[""BaSnO3 phase crystallization""]",2,iTE:C0d995be5ef9b57,,,iTE,BaSnO3 phase crystallization,"[""iTE:P1827:cr""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1827""]","[""mechanism_process""]",1
"[""iTE:P0840:bands""]","[""Two overlapping electronic bands""]",2,iTE:C0d9bece4999150,,,iTE,Two overlapping electronic bands,"[""iTE:P0840:bands""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0840""]","[""state_structure""]",1
"[""iTE:P1589:b""]","[""Satisfactory mechanical strength""]",1,iTE:C0da06fa64e020d,,,iTE,Satisfactory mechanical strength,"[""iTE:P1589:b""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1589""]","[""performance_function""]",1
"[""iTE:P1161:low""]","[""Temperature below the conductivity maximum""]",1,iTE:C0da7c53cf8dbc2,,,iTE,Temperature below the conductivity maximum,"[""iTE:P1161:low""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1161""]","[""condition""]",1
"[""iTE:P1715:dis""]","[""Antisite disorder""]",1,iTE:C0dacc07917746d,,,iTE,Antisite disorder,"[""iTE:P1715:dis""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1715""]","[""state_structure""]",1
"[""iTE:P0592:n11""]","[""Polymer thermoelectric figure of merit""]",1,iTE:C0db0148d19e60b,,,iTE,Polymer thermoelectric figure of merit,"[""iTE:P0592:n11""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0592""]","[""quantity""]",1
"[""iTE:P0807:n16""]","[""Flexible thermoelectric generators""]",3,iTE:C0db4151a34acaf,,,iTE,Flexible thermoelectric generators,"[""iTE:P0807:n16""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0807""]","[""application""]",1
"[""iTE:P0771:natural""]","[""Natural time variations of temperature""]",1,iTE:C0db4e9b81d09f8,,,iTE,Natural time variations of temperature,"[""iTE:P0771:natural""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0771""]","[""condition""]",1
"[""iTE:P1801:mn2""]","[""Accumulation of Mn2+ near the interface""]",2,iTE:C0db8fb2728d9f4,,,iTE,Accumulation of Mn2+ near the interface,"[""iTE:P1801:mn2""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1801""]","[""state_structure""]",1
"[""iTE:P1112:material""]","[""BiCuSeO ceramics""]",3,iTE:C0db92f8568effd,,,iTE,BiCuSeO ceramics,"[""iTE:P1112:material""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1112""]","[""material_entity""]",1
"[""iTE:P0997:ratio""]","[""Stoichiometric Na/H = 1""]",1,iTE:C0dbdd16d06f544,,,iTE,Stoichiometric Na/H = 1,"[""iTE:P0997:ratio""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0997""]","[""quantity""]",1
"[""iTE:P1626:d""]","[""Cu(DAB) repeating units""]",1,iTE:C0dc15fbb2c28e3,,,iTE,Cu(DAB) repeating units,"[""iTE:P1626:d""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1626""]","[""state_structure""]",1
"[""iTE:P1905:complete_v1_cr003_subject""]","[""Quasi-harmonic approximation""]",1,iTE:C0dc4cc03281b87,,,iTE,Quasi-harmonic approximation,"[""iTE:P1905:complete_v1_cr003_subject""]",,new_singleton_no_exact_alias_candidate,"[""P1905""]","[""design_strategy""]",1
"[""iTE:P1174:k""]","[""Complete, homogeneous, compact, polycrystalline Bi coverage""]",1,iTE:C0dc63b3e079780,,,iTE,"Complete, homogeneous, compact, polycrystalline Bi coverage","[""iTE:P1174:k""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1174""]","[""state_structure""]",1
"[""iTE:P1757:n5""]","[""EuSe, Ln2Se3 and Cu2−xSe""]",1,iTE:C0dc661bf2e767e,,,iTE,"EuSe, Ln2Se3 and Cu2−xSe","[""iTE:P1757:n5""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1757""]","[""material_entity""]",1
"[""iTE:P1646:rd""]","[""Direct spin-down band gap 3.57 eV""]",1,iTE:C0dcb11b41e144a,,,iTE,Direct spin-down band gap 3.57 eV,"[""iTE:P1646:rd""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1646""]","[""quantity""]",1
"[""iTE:P0537:assoc""]","[""Ion-preferential association""]",1,iTE:C0dcd08581180d4,,,iTE,Ion-preferential association,"[""iTE:P0537:assoc""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0537""]","[""interaction""]",1
"[""iTE:P0652:post""]","[""Mixed EG/[BMIm][BF4] solvent post-treatment""]",2,iTE:C0dcd360bc7aaca,,,iTE,Mixed EG/[BMIm][BF4] solvent post-treatment,"[""iTE:P0652:post""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0652""]","[""design_strategy""]",1
"[""iTE:P1310:m""]","[""Strong Pd-4d/V-3d/O-2p hybridization""]",1,iTE:C0dcd41e1dd4f51,,,iTE,Strong Pd-4d/V-3d/O-2p hybridization,"[""iTE:P1310:m""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1310""]","[""interaction""]",1
"[""iTE:P1453:fermi""]","[""Fermi level at valence-band top, crossed more than twice by one band""]",3,iTE:C0dcf33f4ace10d,,,iTE,"Fermi level at valence-band top, crossed more than twice by one band","[""iTE:P1453:fermi""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1453""]","[""state_structure""]",1
"[""iTE:P0930:complete_v1_cr001_object""]","[""Viability of superionic conductors as thermoelectric materials""]",1,iTE:C0dd034a4b04200,,,iTE,Viability of superionic conductors as thermoelectric materials,"[""iTE:P0930:complete_v1_cr001_object""]",,new_singleton_no_exact_alias_candidate,"[""P0930""]","[""application""]",1
"[""iTE:P0618:q3""]","[""Power factor of 754 μW m−1 K−2""]",2,iTE:C0dd30257316bd4,,,iTE,Power factor of 754 μW m−1 K−2,"[""iTE:P0618:q3""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0618""]","[""quantity""]",1
"[""iTE:P1130:series""]","[""Cu2(1−x)SnxSe, x = 0, 0.01, 0.02, 0.05""]",1,iTE:C0dd4393fe3e1db,,,iTE,"Cu2(1−x)SnxSe, x = 0, 0.01, 0.02, 0.05","[""iTE:P1130:series""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1130""]","[""material_entity""]",1
"[""iTE:P0973:balance""]","[""Balancing laser irradiation heating""]",1,iTE:C0dd4970598ad7b,,,iTE,Balancing laser irradiation heating,"[""iTE:P0973:balance""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0973""]","[""design_strategy""]",1
"[""iTE:P0828:mode""]","[""Two-stage operation with continuous power output throughout""]",1,iTE:C0ddea55c021b91,,,iTE,Two-stage operation with continuous power output throughout,"[""iTE:P0828:mode""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0828""]","[""mechanism_process""]",1
"[""iTE:P0891:complete_v1_cr002_object""]","[""Large-scale molecular dynamics simulations of Ag8SiTe6""]",1,iTE:C0de1f289ec8c17,,,iTE,Large-scale molecular dynamics simulations of Ag8SiTe6,"[""iTE:P0891:complete_v1_cr002_object""]",,new_singleton_no_exact_alias_candidate,"[""P0891""]","[""mechanism_process""]",1
"[""iTE:P0535:use""]","[""Flexible thermoelectric devices harvesting low-grade waste heat under ambient conditions""]",1,iTE:C0de23232d69303,,,iTE,Flexible thermoelectric devices harvesting low-grade waste heat under ambient conditions,"[""iTE:P0535:use""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0535""]","[""application""]",1
"[""iTE:P1008:res""]","[""Additional resonant states near Fermi level""]",3,iTE:C0de7551bf746d0,,,iTE,Additional resonant states near Fermi level,"[""iTE:P1008:res""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1008""]","[""state_structure""]",1
"[""iTE:P1606:complete_v1_cr005_subject""]","[""Inferior electronic performance of AgCrSe2""]",1,iTE:C0de7c632b39831,,,iTE,Inferior electronic performance of AgCrSe2,"[""iTE:P1606:complete_v1_cr005_subject""]",,new_singleton_no_exact_alias_candidate,"[""P1606""]","[""performance_function""]",1
"[""iTE:P0356:q6""]","[""Ionic conductivity 9.35 mS cm-1""]",1,iTE:C0deac2cb282d70,,,iTE,Ionic conductivity 9.35 mS cm-1,"[""iTE:P0356:q6""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0356""]","[""quantity""]",1
"[""iTE:P1192:n5""]","[""Covalently linked selenidomercurate columns""]",2,iTE:C0dee932d2549ef,,,iTE,Covalently linked selenidomercurate columns,"[""iTE:P1192:n5""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1192""]","[""state_structure""]",1
"[""iTE:P1443:n""]","[""Carrier concentration = 1.54 × 10^21 cm−3""]",1,iTE:C0df0bc17372072,,,iTE,Carrier concentration = 1.54 × 10^21 cm−3,"[""iTE:P1443:n""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1443""]","[""quantity""]",1
"[""iTE:P0871:n5""]","[""Ag2Te0.6S0.4 phase structure""]",1,iTE:C0df20f94a2b6ff,,,iTE,Ag2Te0.6S0.4 phase structure,"[""iTE:P0871:n5""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0871""]","[""state_structure""]",1
"[""iTE:P1925:n14""]","[""Rectification ratio maximally decreases by 11.4""]",1,iTE:C0df31c843b144d,,,iTE,Rectification ratio maximally decreases by 11.4,"[""iTE:P1925:n14""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1925""]","[""performance_function""]",1
"[""iTE:P1568:curadius""]","[""Cu ionic radius""]",1,iTE:C0df46d51cd2626,,,iTE,Cu ionic radius,"[""iTE:P1568:curadius""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1568""]","[""quantity""]",1
"[""iTE:P1055:nt"",""iTE:P1252:n"",""iTE:P1715:n""]","[""n-type conductivity""]",3,iTE:C0df7b0af99745c,g0648,Computationally predicted electron-type electrical conduction.,iTE,n-type conductivity (predicted),"[""iTE:P1055:nt"",""iTE:P1252:n"",""iTE:P1715:n""]","All are computational predictions, including conductivity inferred from calculated negative Seebeck coefficients.",model_merged,"[""P1055"",""P1252"",""P1715""]","[""descriptor"",""performance_function""]",3
"[""iTE:P1869:lowenergy""]","[""Low-energy process""]",1,iTE:C0df8a446ad8954,,,iTE,Low-energy process,"[""iTE:P1869:lowenergy""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1869""]","[""descriptor""]",1
"[""iTE:P1936:td""]","[""Decreasing tolerance factor""]",1,iTE:C0dfb13124952f1,,,iTE,Decreasing tolerance factor,"[""iTE:P1936:td""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1936""]","[""condition""]",1
"[""iTE:P1945:content""]","[""Total aluminum content""]",1,iTE:C0dfe3fddb0e572,,,iTE,Total aluminum content,"[""iTE:P1945:content""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1945""]","[""quantity""]",1
"[""iTE:P1702:complete_v1_cr001_subject""]","[""Multitemperature synchrotron powder X-ray diffraction""]",1,iTE:C0dff73ae529444,,,iTE,Multitemperature synchrotron powder X-ray diffraction,"[""iTE:P1702:complete_v1_cr001_subject""]",,new_singleton_no_exact_alias_candidate,"[""P1702""]","[""design_strategy""]",1
"[""iTE:P1610:app""]","[""Absorber for perovskite solar cells""]",1,iTE:C0dffe81f492080,,,iTE,Absorber for perovskite solar cells,"[""iTE:P1610:app""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1610""]","[""application""]",1
"[""iTE:P0837:wear""]","[""Prototype wearable device integrating 24 p–n pairs""]",2,iTE:C0e020811da3863,,,iTE,Prototype wearable device integrating 24 p–n pairs,"[""iTE:P0837:wear""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0837""]","[""material_entity""]",1
"[""iTE:P1545:ionicphase""]","[""Hydrophilic water-swellable ion-conducting phase""]",4,iTE:C0e069bb9a8daff,,,iTE,Hydrophilic water-swellable ion-conducting phase,"[""iTE:P1545:ionicphase""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1545""]","[""state_structure""]",1
"[""iTE:P0826:t""]","[""Anisotropic thermal transport""]",1,iTE:C0e0abd906658a4,,,iTE,Anisotropic thermal transport,"[""iTE:P0826:t""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0826""]","[""performance_function""]",1
"[""iTE:P0645:n14""]","[""Determination of structural integrity""]",1,iTE:C0e0ca01578da9e,,,iTE,Determination of structural integrity,"[""iTE:P0645:n14""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0645""]","[""performance_function""]",1
"[""iTE:P0801:d3""]","[""Onsager reciprocal relations""]",2,iTE:C0e11f5e1816d8b,,,iTE,Onsager reciprocal relations,"[""iTE:P0801:d3""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0801""]","[""descriptor""]",1
"[""iTE:P1761:complete_v1_cr001_object""]","[""Previously studied structural data""]",1,iTE:C0e142d1be378c2,,,iTE,Previously studied structural data,"[""iTE:P1761:complete_v1_cr001_object""]",,new_singleton_no_exact_alias_candidate,"[""P1761""]","[""quantity""]",1
"[""iTE:P1320:ratio""]","[""Pore throat radius greater than approximately 4000 times diffuse layer thickness""]",2,iTE:C0e160afee7f22a,,,iTE,Pore throat radius greater than approximately 4000 times diffuse layer thickness,"[""iTE:P1320:ratio""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1320""]","[""condition""]",1
"[""iTE:P0566:edl""]","[""Electric double-layer formation on nanotube surfaces""]",1,iTE:C0e169173dcd22f,,,iTE,Electric double-layer formation on nanotube surfaces,"[""iTE:P0566:edl""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0566""]","[""state_structure""]",1
"[""iTE:P1747:ionicshare""]","[""Role of ionic conduction""]",1,iTE:C0e1810e54feec4,,,iTE,Role of ionic conduction,"[""iTE:P1747:ionicshare""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1747""]","[""quantity""]",1
"[""iTE:P1106:thermal""]","[""Thermal conductivity along the c-axis""]",1,iTE:C0e1a143d360d34,,,iTE,Thermal conductivity along the c-axis,"[""iTE:P1106:thermal""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1106""]","[""quantity""]",1
"[""iTE:P0580:migration""]","[""Efficient ion migration""]",0,iTE:C0e2039729430ac,,,iTE,Efficient ion migration,"[""iTE:P0580:migration""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,[],"[""mechanism_process""]",0
"[""iTE:P0556:framework""]","[""ZIF-8 framework""]",2,iTE:C0e238acfc15ecf,,,iTE,ZIF-8 framework,"[""iTE:P0556:framework""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0556""]","[""material_entity""]",1
"[""iTE:P0925:transport""]","[""Predicted temperature dependence of thermoelectric transport properties""]",0,iTE:C0e29eb1b069501,,,iTE,Predicted temperature dependence of thermoelectric transport properties,"[""iTE:P0925:transport""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,[],"[""descriptor""]",0
"[""iTE:P1192:n6""]","[""Potassium counterions""]",1,iTE:C0e2ade235fe5eb,,,iTE,Potassium counterions,"[""iTE:P1192:n6""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1192""]","[""material_entity""]",1
