mention_id,key,paper_id,domain,raw_label,raw_role,concept_id,canonical_label,normalization_status,decision_group
iTE:P0615:s1,m07774,P0615,iTE,Highly crystalline and reduced perylene bisimide,state_structure,iTE:C8e1d4e594fde56,Highly crystalline and reduced perylene bisimide,singleton_not_semantically_reviewed,
iTE:P0616:a1,m07775,P0616,iTE,Large-scale integrated applications,application,iTE:C95b51ad06b7528,Large-scale integrated applications,singleton_not_semantically_reviewed,
iTE:P0616:d1,m07776,P0616,iTE,Introduction of multiple ions,design_strategy,iTE:Ca95df59e9e5603,Introduction of multiple ions,singleton_not_semantically_reviewed,
iTE:P0616:d2,m07777,P0616,iTE,Model of ion thermal diffusion in multi-ionic hydrogels,design_strategy,iTE:C6d6cdaaa6b4bce,Model of ion thermal diffusion in multi-ionic hydrogels,singleton_not_semantically_reviewed,
iTE:P0616:d3,m07778,P0616,iTE,Connecting seven ionic thermoelectric hydrogels,design_strategy,iTE:C29553c9aa7bbac,Connecting seven ionic thermoelectric hydrogels,singleton_not_semantically_reviewed,
iTE:P0616:m1,m07779,P0616,iTE,Multi-ionic hydrogel,material_entity,iTE:Cb798f5385cebd2,Multi-ionic hydrogel,singleton_not_semantically_reviewed,
iTE:P0616:q1,m07780,P0616,iTE,Ionic thermopower,quantity,iTE:C3459180face168,Ionic thermopower,model_merged,g0107
iTE:P0616:q2,m07781,P0616,iTE,Thermal-to-electrical energy conversion factor of 89.6 mV K−1,quantity,iTE:Ce2e2ad6f069314,Thermal-to-electrical energy conversion factor of 89.6 mV K−1,singleton_not_semantically_reviewed,
iTE:P0616:q3,m07782,P0616,iTE,Ionic conductivity of 6.8 mS cm−1,quantity,iTE:C4fc68f51202ae5,Ionic conductivity of 6.8 mS cm−1,singleton_not_semantically_reviewed,
iTE:P0616:q4,m07783,P0616,iTE,Open-circuit voltage of 1.86 V,quantity,iTE:Ce6baa51748d33f,Open-circuit voltage of 1.86 V,singleton_not_semantically_reviewed,
iTE:P0616:r1,m07784,P0616,iTE,Thermal diffusion of ions in multi-ionic hydrogels,mechanism_process,iTE:C7063abaa650ba2,Thermal diffusion of ions in multi-ionic hydrogels,singleton_not_semantically_reviewed,
iTE:P0617:a1,m07785,P0617,iTE,Charging with thermal energy,application,iTE:C57792d6e3536e7,Charging with thermal energy,singleton_not_semantically_reviewed,
iTE:P0617:a2,m07786,P0617,iTE,Powering electronic devices,application,iTE:C63daa51e20d437,Powering electronic devices,singleton_not_semantically_reviewed,
iTE:P0617:a3,m07787,P0617,iTE,Waste and biological heat conversion,application,iTE:C863c9a90efebce,Waste and biological heat conversion,singleton_not_semantically_reviewed,
iTE:P0617:a4,m07788,P0617,iTE,Temperature monitoring,application,iTE:Cf133095b2c8e6e,Temperature monitoring,model_merged,g0203
iTE:P0617:a5,m07789,P0617,iTE,Temperature control,application,iTE:C0146c3a29f0bb4,Temperature control,singleton_not_semantically_reviewed,
iTE:P0617:i1,m07790,P0617,iTE,Different quaternary ammonium cation–cellulose interactions,interaction,iTE:Cf66c60ab404ae5,Different quaternary ammonium cation–cellulose interactions,singleton_not_semantically_reviewed,
iTE:P0617:m1,m07791,P0617,iTE,Cellulose ionic conductor,material_entity,iTE:C296e0075f0365a,Cellulose ionic conductor,singleton_not_semantically_reviewed,
iTE:P0617:m2,m07792,P0617,iTE,Cellulose hydrogel matrix,material_entity,iTE:Cd60d4d39feb18a,Cellulose hydrogel matrix,singleton_not_semantically_reviewed,
iTE:P0617:m3,m07793,P0617,iTE,Cellulose solvents used as electrolytes,material_entity,iTE:C51b4e26c9da910,Cellulose solvents used as electrolytes,singleton_not_semantically_reviewed,
iTE:P0617:m4,m07794,P0617,iTE,p-type cellulose ionic conductor TEG,material_entity,iTE:Cc048ed16ca08e5,p-type cellulose ionic conductor TEG,singleton_not_semantically_reviewed,
iTE:P0617:m5,m07795,P0617,iTE,n-type cellulose ionic conductor TEG,material_entity,iTE:Cffd5733c8fd69a,n-type cellulose ionic conductor TEG,singleton_not_semantically_reviewed,
iTE:P0617:m6,m07796,P0617,iTE,Cellulose TEG-based supercapacitor,material_entity,iTE:C60d3298d369882,Cellulose TEG-based supercapacitor,singleton_not_semantically_reviewed,
iTE:P0617:m7,m07797,P0617,iTE,Flexible module-type thermoelectric harvester,material_entity,iTE:Cad89d38c531f2c,Flexible module-type thermoelectric harvester,singleton_not_semantically_reviewed,
iTE:P0617:q1,m07798,P0617,iTE,Seebeck coefficient of 2.61 mV K−1,quantity,iTE:C5a12b06d0e66cd,Seebeck coefficient of 2.61 mV K−1,singleton_not_semantically_reviewed,
iTE:P0617:q2,m07799,P0617,iTE,Seebeck coefficient of −1.33 mV K−1,quantity,iTE:Cbb50306abd3dc6,Seebeck coefficient of −1.33 mV K−1,singleton_not_semantically_reviewed,
iTE:P0617:q3,m07800,P0617,iTE,High specific capacitance,quantity,iTE:C876fb0b2e0d8f6,High specific capacitance,singleton_not_semantically_reviewed,
iTE:P0617:q4,m07801,P0617,iTE,Maximum power density of 0.42 mW m−2,quantity,iTE:C07f193fb690331,Maximum power density of 0.42 mW m−2,singleton_not_semantically_reviewed,
iTE:P0617:q5,m07802,P0617,iTE,Thermovoltage of 0.42 V,quantity,iTE:C733fe61c6b26b7,Thermovoltage of 0.42 V,singleton_not_semantically_reviewed,
iTE:P0617:s1,m07803,P0617,iTE,Ten pairs of p–n legs,state_structure,iTE:Ce9ccd776fe88f4,Ten pairs of p–n legs,singleton_not_semantically_reviewed,
iTE:P0618:d1,m07804,P0618,iTE,Ionic liquid ion accumulation on PEDOT:PSS surface,design_strategy,iTE:C17f7a1e8f12893,Ionic liquid ion accumulation on PEDOT:PSS surface,singleton_not_semantically_reviewed,
iTE:P0618:m1,m07805,P0618,iTE,PEDOT:PSS films with ionic liquid ion accumulation on the surface,material_entity,iTE:Ca1490b80ea9f88,PEDOT:PSS films with ionic liquid ion accumulation on the surface,singleton_not_semantically_reviewed,
iTE:P0618:p1,m07806,P0618,iTE,Thermoelectric properties,performance_function,iTE:C7115ee0a2c4ecf,Thermoelectric properties,model_merged,g0156
iTE:P0618:q1,m07807,P0618,iTE,Seebeck coefficient,quantity,iTE:Cc91b24e796044f,Seebeck coefficient (electronic),model_merged,g0102
iTE:P0618:q2,m07808,P0618,iTE,Electrical conductivity,quantity,iTE:Cf6bdffba87e544,Electrical conductivity,model_merged,g0228
iTE:P0618:q3,m07809,P0618,iTE,Power factor of 754 μW m−1 K−2,quantity,iTE:C0dd30257316bd4,Power factor of 754 μW m−1 K−2,singleton_not_semantically_reviewed,
iTE:P0618:q4,m07810,P0618,iTE,ZT of 0.75,quantity,iTE:C116e23f11ba405,ZT of 0.75,singleton_not_semantically_reviewed,
iTE:P0618:q5,m07811,P0618,iTE,ZT of inorganic thermoelectrics such as bismuth telluride at 300 K,quantity,iTE:C6b517b7b46d863,ZT of inorganic thermoelectrics such as bismuth telluride at 300 K,singleton_not_semantically_reviewed,
iTE:P0619:c1,m07812,P0619,iTE,Heating for 4.5 h at 50 or 100 °C,condition,iTE:C342612cdc88827,Heating for 4.5 h at 50 or 100 °C,singleton_not_semantically_reviewed,
iTE:P0619:p1,m07813,P0619,iTE,Deterioration of thermoelectric properties,performance_function,iTE:C0517ab9bec33d2,Deterioration of thermoelectric properties,singleton_not_semantically_reviewed,
iTE:P0619:q1,m07814,P0619,iTE,Electrical conductivity decay,quantity,iTE:Cbe5e99f336bd13,Electrical conductivity decay,singleton_not_semantically_reviewed,
iTE:P0619:q2,m07815,P0619,iTE,Increased PEDOT domain distances,quantity,iTE:C1b7e6e460c0604,Increased PEDOT domain distances,singleton_not_semantically_reviewed,
iTE:P0619:q3,m07816,P0619,iTE,Decreased charge carrier density,quantity,iTE:Cbeae24e2c9ff30,Decreased charge carrier density,singleton_not_semantically_reviewed,
iTE:P0619:r1,m07817,P0619,iTE,Impaired interdomain charge carrier transport,mechanism_process,iTE:C26b83924a1abc0,Impaired interdomain charge carrier transport,singleton_not_semantically_reviewed,
iTE:P0619:s1,m07818,P0619,iTE,Film morphology changes,state_structure,iTE:Cc88237cbff809c,Film morphology changes,singleton_not_semantically_reviewed,
iTE:P0619:s2,m07819,P0619,iTE,Reduced PEDOT oxidation level,state_structure,iTE:C1a5d9c6cb43c6e,Reduced PEDOT oxidation level,singleton_not_semantically_reviewed,
iTE:P0620:a1,m07820,P0620,iTE,Electricity harvesting,application,iTE:C22db4988dafe95,Electricity harvesting,singleton_not_semantically_reviewed,
iTE:P0620:a2,m07821,P0620,iTE,Supercapacitor charging,application,iTE:C4be3268a6aa7fd,Supercapacitor charging,model_merged,g0359
iTE:P0620:c1,m07822,P0620,iTE,Water concentration difference,condition,iTE:Cd3b2d987cabb9c,Water concentration difference,singleton_not_semantically_reviewed,
iTE:P0620:m1,m07823,P0620,iTE,Hydroxyethyl cellulose–ionic liquid gel electrolyte,material_entity,iTE:C1346ae1254716d,Hydroxyethyl cellulose–ionic liquid gel electrolyte,singleton_not_semantically_reviewed,
iTE:P0620:q1,m07824,P0620,iTE,Apparent ionic Seebeck coefficient,quantity,iTE:Cb64ac33063f0f4,Apparent ionic Seebeck coefficient,singleton_not_semantically_reviewed,
iTE:P0620:q2,m07825,P0620,iTE,Hydrovoltaic voltage,quantity,iTE:C8d1d16d1616404,Hydrovoltaic voltage,singleton_not_semantically_reviewed,
iTE:P0620:q3,m07826,P0620,iTE,Ionic Seebeck voltage,quantity,iTE:C4d5028de671d28,Ionic Seebeck voltage,singleton_not_semantically_reviewed,
iTE:P0620:r1,m07827,P0620,iTE,Atmospheric water absorption into gel,mechanism_process,iTE:C0d0bd0244eab0f,Atmospheric water absorption into gel,singleton_not_semantically_reviewed,
iTE:P0620:r2,m07828,P0620,iTE,Water absorption and desorption kinetics on cold and hot device sides,mechanism_process,iTE:C947ee37b7559bb,Water absorption and desorption kinetics on cold and hot device sides,singleton_not_semantically_reviewed,
iTE:P0621:a1,m07829,P0621,iTE,Environmentally sustainable thermoelectric harvesting,application,iTE:Cae5d019af2d4d9,Environmentally sustainable thermoelectric harvesting,singleton_not_semantically_reviewed,
iTE:P0621:d1,m07830,P0621,iTE,Precise control of proton doping in PEDOT:PSS,design_strategy,iTE:C5f38730074ec3b,Precise control of proton doping in PEDOT:PSS,singleton_not_semantically_reviewed,
iTE:P0621:m1,m07831,P0621,iTE,Highly proton-doped PEDOT:PSS mixed ionic conductive film,material_entity,iTE:C5784a9b14fe5c7,Highly proton-doped PEDOT:PSS mixed ionic conductive film,singleton_not_semantically_reviewed,
iTE:P0621:m2,m07832,P0621,iTE,PEDOT:PSS film doped with 30 wt% PSSH,material_entity,iTE:C011530f601a905,PEDOT:PSS film doped with 30 wt% PSSH,singleton_not_semantically_reviewed,
iTE:P0621:m3,m07833,P0621,iTE,Water-harvesting MOF-801/hydrogel bilayer,material_entity,iTE:Cb2df156442d122,Water-harvesting MOF-801/hydrogel bilayer,singleton_not_semantically_reviewed,
iTE:P0621:m4,m07834,P0621,iTE,PMIC beneath MOF/hydrogel bilayer,material_entity,iTE:Cfdeb2c84c3eef2,PMIC beneath MOF/hydrogel bilayer,singleton_not_semantically_reviewed,
iTE:P0621:p1,m07835,P0621,iTE,Stability,performance_function,iTE:Ca5c4667904f013,Stability,model_uncertain_retained,g0360
iTE:P0621:p2,m07836,P0621,iTE,High thermoelectric performance,performance_function,iTE:C82d61b396b1c1e,High thermoelectric performance,model_uncertain_retained,g0120
iTE:P0621:p3,m07837,P0621,iTE,Cumulative thermoelectric behavior,performance_function,iTE:C6cab15d769af9f,Cumulative thermoelectric behavior,singleton_not_semantically_reviewed,
iTE:P0621:p4,m07838,P0621,iTE,Sustained open-circuit voltage,performance_function,iTE:Ca3cbcfc3b5aabb,Sustained open-circuit voltage,singleton_not_semantically_reviewed,
iTE:P0621:q1,m07839,P0621,iTE,Seebeck coefficient over 16.2 mV K−1,quantity,iTE:C5ed100460101fa,Seebeck coefficient over 16.2 mV K−1,singleton_not_semantically_reviewed,
iTE:P0621:q2,m07840,P0621,iTE,Thermal voltage of 81 mV,quantity,iTE:Cd3231e4f415437,Thermal voltage of 81 mV,singleton_not_semantically_reviewed,
iTE:P0621:q3,m07841,P0621,iTE,Reproducibly high thermal voltage,quantity,iTE:C977aaa7326642f,Reproducibly high thermal voltage,singleton_not_semantically_reviewed,
iTE:P0621:q4,m07842,P0621,iTE,Reproducibly high current output,quantity,iTE:C62f4cf85f9b77f,Reproducibly high current output,singleton_not_semantically_reviewed,
iTE:P0621:q5,m07843,P0621,iTE,Constant relative humidity of 90%,quantity,iTE:Ccb2cf65528da4f,Constant relative humidity of 90%,singleton_not_semantically_reviewed,
iTE:P0621:r1,m07844,P0621,iTE,Thermal charging of PMIC films,mechanism_process,iTE:C570d79dc54dc99,Thermal charging of PMIC films,singleton_not_semantically_reviewed,
iTE:P0621:s1,m07845,P0621,iTE,Water-harvesting MOF-801 coupled with hydrogel layer,state_structure,iTE:Cbf8dd9d07805ef,Water-harvesting MOF-801 coupled with hydrogel layer,singleton_not_semantically_reviewed,
iTE:P0622:e,m07846,P0622,iTE,PEDOT:PSS electronic unit,material_entity,iTE:Ca236b64b302f2d,PEDOT:PSS electronic unit,singleton_not_semantically_reviewed,
iTE:P0622:f,m07847,P0622,iTE,Temperature fluctuations,condition,iTE:C6b17b9c01522a3,Temperature fluctuations,model_kept_separate,g0361
iTE:P0622:g,m07848,P0622,iTE,Temperature gradient,condition,iTE:C8a7bcec164104f,Temperature gradient,model_merged,g0157
iTE:P0622:h,m07849,P0622,iTE,Hybrid ionic/electronic thermoelectric converter (HTEC),material_entity,iTE:C19f3b1c6f0dea6,Hybrid ionic/electronic thermoelectric converter (HTEC),singleton_not_semantically_reviewed,
iTE:P0622:hp,m07850,P0622,iTE,Heat-to-electricity power generation,performance_function,iTE:C747dd833b27c68,Heat-to-electricity power generation,singleton_not_semantically_reviewed,
iTE:P0622:i,m07851,P0622,iTE,Ionogel ionic unit,material_entity,iTE:C21830eb24b19d9,Ionogel ionic unit,singleton_not_semantically_reviewed,
iTE:P0622:ip,m07852,P0622,iTE,Electricity generation by ionic unit,performance_function,iTE:Cd5170fcde30102,Electricity generation by ionic unit,singleton_not_semantically_reviewed,
iTE:P0622:se,m07853,P0622,iTE,Seebeck-effect heat-to-electricity conversion,mechanism_process,iTE:C092b8bdd958b06,Seebeck-effect heat-to-electricity conversion,singleton_not_semantically_reviewed,
iTE:P0622:so,m07854,P0622,iTE,Thermal ionic diffusion (Soret effect),mechanism_process,iTE:C754eff68f3bd2d,Thermal ionic diffusion (Soret effect),singleton_not_semantically_reviewed,
iTE:P0623:a,m07855,P0623,iTE,Dynamic disorder of Ag ions at high temperatures,state_structure,iTE:C1037f54d24ef33,Dynamic disorder of Ag ions at high temperatures,singleton_not_semantically_reviewed,
iTE:P0623:b,m07856,P0623,iTE,Relatively weak chemical bonding,interaction,iTE:C32d1875f103b22,Relatively weak chemical bonding,singleton_not_semantically_reviewed,
iTE:P0623:c,m07857,P0623,iTE,Temperature range of thermoelectrically favored cubic phase,quantity,iTE:C5420495ee22c39,Temperature range of thermoelectrically favored cubic phase,singleton_not_semantically_reviewed,
iTE:P0623:d,m07858,P0623,iTE,Distorted local crystal structure,state_structure,iTE:Ce3cbacaecfad26,Distorted local crystal structure,singleton_not_semantically_reviewed,
iTE:P0623:k,m07859,P0623,iTE,Lattice thermal conductivity of 0.61–0.31 W m−1 K−1,quantity,iTE:C89e37a25459ec7,Lattice thermal conductivity of 0.61–0.31 W m−1 K−1,singleton_not_semantically_reviewed,
iTE:P0623:o,m07860,P0623,iTE,Low-lying optical modes,state_structure,iTE:C250dfc8818c10a,Low-lying optical modes,model_merged,g0362
iTE:P0623:r,m07861,P0623,iTE,Rattler-like Ag atoms,state_structure,iTE:C3b03ef5a21c67b,Rattler-like Ag atoms,singleton_not_semantically_reviewed,
iTE:P0623:s,m07862,P0623,iTE,Ag8SnS6,material_entity,iTE:C2680cc70e77d26,Ag8SnS6,singleton_not_semantically_reviewed,
iTE:P0623:se,m07863,P0623,iTE,Se doping of Ag8Sn(S1−xSex)6,design_strategy,iTE:C5fd771bab89ba9,Se doping of Ag8Sn(S1−xSex)6,singleton_not_semantically_reviewed,
iTE:P0623:t,m07864,P0623,iTE,Orthorhombic–cubic phase-transition temperature,quantity,iTE:Ced158ef2b19d75,Orthorhombic–cubic phase-transition temperature,singleton_not_semantically_reviewed,
iTE:P0623:x,m07865,P0623,iTE,Ag8Sn(S1−xSex)6 with x = 0.03,material_entity,iTE:C093d93ded2ab59,Ag8Sn(S1−xSex)6 with x = 0.03,singleton_not_semantically_reviewed,
iTE:P0623:z,m07866,P0623,iTE,zT ≈ 0.80,performance_function,iTE:C8cf2c25ea916e6,zT ≈ 0.80,singleton_not_semantically_reviewed,
iTE:P0624:am,m07867,P0624,iTE,Atom migration,mechanism_process,iTE:Ceb00cb8aa25fc2,Atom migration,singleton_not_semantically_reviewed,
iTE:P0624:b,m07868,P0624,iTE,"Series of electronically conducting, ion-blocking barriers",design_strategy,iTE:C4c22aa0ea9d4d2,"Series of electronically conducting, ion-blocking barriers",singleton_not_semantically_reviewed,
iTE:P0624:ec,m07869,P0624,iTE,Electronic conduction through barriers,performance_function,iTE:C923b168da0b4d8,Electronic conduction through barriers,singleton_not_semantically_reviewed,
iTE:P0624:ib,m07870,P0624,iTE,Ion transport blocking by barriers,performance_function,iTE:C80f0cdc63dc647,Ion transport blocking by barriers,singleton_not_semantically_reviewed,
iTE:P0624:li,m07871,P0624,iTE,Understanding dendrite growth in lithium-ion batteries,application,iTE:Cef34ef3361e48e,Understanding dendrite growth in lithium-ion batteries,singleton_not_semantically_reviewed,
iTE:P0624:m,m07872,P0624,iTE,Copper sulfide/selenide thermoelectric materials,material_entity,iTE:C265f510fda23b4,Copper sulfide/selenide thermoelectric materials,singleton_not_semantically_reviewed,
iTE:P0624:md,m07873,P0624,iTE,Metal deposition,mechanism_process,iTE:Cc4df82881a4ed1,Metal deposition,singleton_not_semantically_reviewed,
iTE:P0624:methods,m07874,P0624,iTE,Experimental methods used in this study,design_strategy,iTE:C68bc7a705a1997,Experimental methods used in this study,singleton_not_semantically_reviewed,
iTE:P0624:pv,m07875,P0624,iTE,Engineering perovskite photovoltaic materials,application,iTE:C23b2e7ffa3f40c,Engineering perovskite photovoltaic materials,singleton_not_semantically_reviewed,
iTE:P0624:q,m07876,P0624,iTE,Critical chemical potential difference,quantity,iTE:Ca9afed1f7dadc2,Critical chemical potential difference,singleton_not_semantically_reviewed,
iTE:P0624:reset,m07877,P0624,iTE,Resetting conductor chemical potential below decomposition threshold,mechanism_process,iTE:Cee58df9df00c13,Resetting conductor chemical potential below decomposition threshold,singleton_not_semantically_reviewed,
iTE:P0624:stable,m07878,P0624,iTE,Stable operation under high electric currents and/or large temperature differences,performance_function,iTE:C88913f50865237,Stable operation under high electric currents and/or large temperature differences,singleton_not_semantically_reviewed,
