concept_id,canonical_concept,concept_type,concept_subtype,parent_domain,graph_role,document_frequency,iTE_document_frequency,TG_document_frequency,first_year,last_year,max_confidence,prediction_eligible,evidence_only
C33B59F9C29,Ag2O-2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2006,2006,0.9,False,True
CC23F6539A8,Ag2PbSiS4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2020,2020,0.9,False,True
C0CB5B77B46,Ag2S1,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
C9E7CA79BDF,Ag2Se,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2019,2019,0.9,False,True
C9A45317A49,Ag2SxSe1,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2018,2018,0.9,False,True
CB26EB92C4B,Ag2Te0,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2023,2023,0.9,False,True
CBF7050739F,Ag2Te1,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2020,2020,0.9,False,True
CDA689CC5BD,Ag3AuSxSe2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2018,2018,0.9,False,True
C0ACA2245F8,Ag3SI,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2000,2000,0.9,False,True
C131B82B6AE,Ag3TlTe2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,1994,1994,0.9,False,True
C42CA0DACDB,Ag8GeSe5,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2019,2019,0.9,False,True
C540E3B6FF2,Ag8SiS6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
C4E4011CAFB,Ag8SiTe6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2024,2024,0.9,False,True
CBFF976DCFD,Ag8Sn,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2020,2020,0.9,False,True
C26DB34ADBD,Ag8Sn1,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2021,2021,0.9,False,True
CE45D211EA2,Ag8TS6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
C8B6AD9BE39,AgBO2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2008,2008,0.9,False,True
CD32A34027E,AgBiS2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2020,2020,0.9,False,True
C3C589056D0,AgCd2InSe4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
CD0865E65C3,AgCoF3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2018,2018,0.9,False,True
C004CC2098D,AgCrS2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
C50445506DD,AgGaGe3Se8,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
C3861599306,AgGaO3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2020,2020,0.9,False,True
C6E1354C519,AgI-2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2006,2006,0.9,False,True
C2BFAFAA157,AgITe3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
C6C97045A42,AgInSnPbBiTe5,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2024,2024,0.9,False,True
CC5B25FF874,AgMgF3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2023,2023,0.9,False,True
C650241AFF1,AgMnGePbSbTe5,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
CA2E7837DD5,AgMnPbSbTe4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
CCFAF24AB3C,AgMnSn1,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2022,2022,0.9,False,True
C69A55E5F5F,AgNiF3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2018,2018,0.9,False,True
C8275067B4A,AgSbSe2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2021,2021,0.9,False,True
C53B561B95C,AgTlTe2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,1994,1994,0.9,False,True
CB8B2C13B7F,Al2Cl6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2013,2013,0.9,False,True
C5FE5DA755E,Al2Fe3Si3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2021,2021,0.9,False,True
C5761024AED,Al2Sb6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2010,2010,0.9,False,True
CBA315A9736,Al4Sb6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
CDF5B4B5F9D,AlB3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
CDB19AE3DD8,AlCl4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2013,2013,0.9,False,True
C9EB94A919B,AlCuS2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2022,2022,0.9,False,True
C95EEF14566,AlMgBr3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
C4E47014FFF,AlMgCl3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
C0F9A6F36B2,AlMgI3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
C28530E89C4,AlSb3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
CD17501215E,AlSiTe3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
CA95E1F4B68,As2S3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2022,2022,0.9,False,True
CAEC891B31F,AsPX3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2023,2023,0.9,False,True
C2DAFF64A9B,AuTe2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2021,2021,0.9,False,True
C3158413363,B2O3-,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
C6DD35AC195,B2O3-3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2008,2008,0.9,False,True
C72194A6957,B2O3-5,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
C9E726CE3A2,B4C,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2024,2024,0.9,False,True
C4ACFA61AC8,BMIBF4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2018,2018,0.9,False,True
CAB7FFBC048,BMIMPF6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2023,2023,0.9,False,True
C84D4F184E8,BO3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2023,2023,0.9,False,True
CBCD8DB85FF,Ba11W4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2008,2008,0.9,False,True
C270BA46537,Ba11W4O23,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2008,2008,0.9,False,True
C8DDAF28F0A,Ba2Cd2As3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2016,2016,0.9,False,True
CA2667DCE66,Ba2Cd2Sb3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2016,2016,0.9,False,True
CF3CEC69275,Ba2CeBiO6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
C8F3B6406D5,Ba2CePtO6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2024,2024,0.9,False,True
CBC2FED1E78,Ba2Cu3O7,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2004,2004,0.9,False,True
C461C71477B,Ba2GaCo8O14,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2008,2008,0.9,False,True
C06D89951F6,Ba2GdRuO6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
C1EAABA6EB2,Ba2HfS4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
C81B4A7548C,Ba2MYTe5,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2015,2015,0.9,False,True
C97831272BB,Ba2Mg3Si4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2020,2020,0.9,False,True
CF41ED522CD,Ba2MoRuO6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
C4898B530E8,Ba2PrIrO6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
C83AA145CCB,Ba2PrPtO6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
C74D9D803C7,Ba2Tl2CuO6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2014,2014,0.9,False,True
C4023B6EBBA,Ba2XReO6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
CAA69C39B27,Ba2ZnP2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2022,2022,0.9,False,True
C4F45F64900,Ba2ZrS4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
C801FEE07CF,Ba3Co2O6(CO3)0,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2021,2021,0.9,False,True
CAF34134B73,Ba3Co4O9,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2016,2016,0.9,False,True
CAC067222D9,Ba3Cu20Te13,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2016,2016,0.9,False,True
C1A898A1196,Ba3GeO,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2024,2024,0.9,False,True
C620605AE22,Ba3Pn2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2019,2019,0.9,False,True
C8C85AF4AA9,Ba3SiO,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2024,2024,0.9,False,True
C421EBF7DF9,Ba4Si3P8,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2019,2019,0.9,False,True
CFADA0647B5,Ba6Eu2Au6Ge40,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2007,2007,0.9,False,True
C1052D2B015,Ba6Ga2Co11O26,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2008,2008,0.9,False,True
C58CF28D820,Ba6Yb2Au6Ge40,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2007,2007,0.9,False,True
C0926D4AA77,Ba8Al10Si36,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2012,2012,0.9,False,True
CED00F64BF3,Ba8Al16Ge30,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2007,2007,0.9,False,True
CEECDF3076C,Ba8Au5,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2011,2011,0.9,False,True
C8FA5FEE74F,Ba8Au6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2013,2013,0.9,False,True
CC44B39A1D2,Ba8Li5Ge41,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2023,2023,0.9,False,True
CD01AF9707C,BaCe0,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2011,2011,0.9,False,True
C034BF5D46B,BaCeO3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2005,2005,0.9,False,True
C3C838BFC85,BaCl2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2022,2022,0.9,False,True
C3C2A9E9041,BaCo0,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2015,2015,0.9,False,True
C43832E94EF,BaCu2Te2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2022,2022,0.9,False,True
C85DEC148A4,BaF2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2024,2024,0.9,False,True
CECD3EB0530,BaGe8As14,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2021,2021,0.9,False,True
C35B64932FC,BaMg2Si2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2020,2020,0.9,False,True
C9B873BC3BC,BaMgLaBiO6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2023,2023,0.9,False,True
C86EF7BF70C,BaMoO3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2005,2005,0.9,False,True
C862926CD57,BaNpO3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
C78E59365D4,BaRh2Ge4S4Te2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2020,2020,0.9,False,True
CF412D602E4,BaRh2Ge4X6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2020,2020,0.9,False,True
C6ED18877FA,BaSe2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
CF9641E1479,BaSiH6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
C4ABD151C5F,BaSnO3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2019,2019,0.9,False,True
CA3013BED2A,BaUO3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2005,2005,0.9,False,True
CE9A58564C1,BaWO4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2021,2021,0.9,False,True
C2ECCFFCF99,BaZn2Si2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
C3166BE895C,BaZrO3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2005,2005,0.9,False,True
CF8151819F7,BeXF3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2023,2023,0.9,False,True
C6AD71DB036,Bi2MO4Cl,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
C32B1D8AB7A,Bi2O2Ch,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2022,2022,0.9,False,True
C804A544949,Bi2O2Te,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2020,2020,0.9,False,True
C1D07AF9F0F,Bi2O3-3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
