alias,concept_id,canonical_concept,alias_source
RbSrI3,CEC0B23E8E6,RbSrI3,canonical
alginate,CEC0FAD69CD,alginate,canonical
Li2B4O7,CEC1A3F6DD8,Li2B4O7,canonical
3D-printable shape-customized hydrogel thermocell,CEC59050381,3D-printable shape-customized hydrogel thermocell,canonical
Cu3BiS3,CEC6E56654C,Cu3BiS3,canonical
enhancing thermodiffusion-driven ion transport,CECA1C5E37B,enhancing thermodiffusion-driven ion transport,canonical
BaGe8As14,CECD3EB0530,BaGe8As14,canonical
Ba8Al16Ge30,CED00F64BF3,Ba8Al16Ge30,canonical
paam/paa gel electrolyte. electrolyte thermodiffusion,CED021113B1,paam/paa gel electrolyte. electrolyte thermodiffusion,canonical
improve fe2+/3+ redox kinetics,CEE3C3BD19E,improve fe2+/3+ redox kinetics,canonical
low thermal conductivity,CEE666A6625,low thermal conductivity,canonical
Ba8Au5,CEECDF3076C,Ba8Au5,canonical
LaLiTiO3,CEED1F3C65F,LaLiTiO3,canonical
ErAl0,CEF1D72D316,ErAl0,canonical
[BF4],CEF493304A1,[BF4],canonical
energy filtering,CEF8B8EB19E,energy filtering,canonical
Et2Sb,CEF8C3FDF7F,Et2Sb,canonical
Sr2TMCu2Te2O2,CEFB89C25E5,Sr2TMCu2Te2O2,canonical
HNO3,CF00FA35255,HNO3,canonical
ionic thermopower,CF0253D4799,ionic thermopower,canonical
ionic thermoelectric potential from soret effect,CF0364370C1,ionic thermoelectric potential from soret effect,canonical
interpenetrating-network thermogalvanic hydrogel,CF066042424,interpenetrating-network thermogalvanic hydrogel,canonical
ZrO2,CF08E80789C,ZrO2,canonical
NdFe4Sb12,CF0BD165BED,NdFe4Sb12,canonical
CaTiO3,CF101CDA994,CaTiO3,canonical
V2O5,CF10FA3299B,V2O5,canonical
Hf3Ni3Sb4,CF172F3A038,Hf3Ni3Sb4,canonical
normalized maximum power density,CF191C40166,normalized maximum power density,canonical
tuned counterions. counterion entropy/hydration controls thermophoretic,CF1FB2B7EC2,tuned counterions. counterion entropy/hydration controls thermophoretic,canonical
Eastman entropy of transfer,CF203EF8121,Eastman entropy of transfer,canonical
eastman entropy,CF203EF8121,Eastman entropy of transfer,cleaned_open_concept
entropy of transfer,CF203EF8121,Eastman entropy of transfer,controlled_rule
XPd2Se2,CF22663C932,XPd2Se2,canonical
CoCl2,CF25DD92F3F,CoCl2,canonical
MAPbI3,CF2B5CB46E2,MAPbI3,canonical
PEG-400,CF2BECF0348,PEG-400,canonical
porous-electrode area enhancement,CF2C5201A37,porous-electrode area enhancement,canonical
porous electrode,CF2C5201A37,porous-electrode area enhancement,controlled_rule
reaction area,CF2C5201A37,porous-electrode area enhancement,controlled_rule
"surface area and demonstrate a higher current density. Consequently, the optimized Cu+/Cu2+ system achieved an exceptional normalized power density Pmax (Delta T)-2 of 3.97 mW m-2 K-2. A thermocell module comprised of 20 cells directly power various electronic devices at a temperature difference of 40 K. This work successfully exhibits potential of Cu+/Cu2+ redox couple in thermoelectric conversion and introduces a valuable redox",CF2C5201A37,porous-electrode area enhancement,controlled_rule
surface area and fast redox,CF2C5201A37,porous-electrode area enhancement,controlled_rule
"surface area carbon cloth electrodes. In addition to the characteristic Seebeck coefficient of -1.21 mV K-1, the pseudocapacitive property of the ferrocyanide/ferricyanide redox",CF2C5201A37,porous-electrode area enhancement,controlled_rule
"surface area for the thermogalvanic effect, resulting in enhanced output current density. This balances the desirable traits of electrode compactness with abundant redox",CF2C5201A37,porous-electrode area enhancement,controlled_rule
surface area greatly improved the electrochemical characteristics of thermocells with a bromine/bromide-ion redox,CF2C5201A37,porous-electrode area enhancement,controlled_rule
"surface area, (specifically Ni textiles), and structure-breaking salts for hydrogel electrolytes. The electrodes are oxidized to create Ni and Ni oxide heterostructures, forming numerous O vacancy defects that enhance redox reactions. Meanwhile, the structure-breaking salts facilitate redox",CF2C5201A37,porous-electrode area enhancement,controlled_rule
"surface area, and modifies the original MXene surfaces with oxygen terminations, leading to improved redox kinetics at the electrode-electrolyte interface, particularly in n-type TECs employing Fe2+/3+ redox",CF2C5201A37,porous-electrode area enhancement,controlled_rule
Ag8GeSe6,CF2F6FB6EBC,Ag8GeSe6,canonical
K2LiBiBr6,CF3167C4033,K2LiBiBr6,canonical
ion-solvent interaction features. machine learning links solvation features,CF373928375,ion-solvent interaction features. machine learning links solvation features,canonical
Cu3SbSe3,CF380082161,Cu3SbSe3,canonical
polymer-regulated HQ/BQ equilibrium,CF3839898B9,polymer-regulated HQ/BQ equilibrium,canonical
Cs2InAgF6,CF3B059254A,Cs2InAgF6,canonical
Ba2CeBiO6,CF3CEC69275,Ba2CeBiO6,canonical
RbBaPS4,CF3FE29F946,RbBaPS4,canonical
BaRh2Ge4X6,CF412D602E4,BaRh2Ge4X6,canonical
Ba2MoRuO6,CF41ED522CD,Ba2MoRuO6,canonical
[CoO2],CF4442F676E,[CoO2],canonical
LiMnO2,CF45189E6A5,LiMnO2,canonical
LiNbO3,CF458C61212,LiNbO3,canonical
CuCl2,CF46F216F56,CuCl2,canonical
negative seebeck,CF48AC001D7,negative seebeck,canonical
CsGeO3,CF49631345B,CsGeO3,canonical
ion migration,CF4A6A0344F,ion migration,canonical
ionic migration,CF4A6A0344F,ion migration,controlled_rule
migration of anions,CF4A6A0344F,ion migration,controlled_rule
migration of ions,CF4A6A0344F,ion migration,controlled_rule
gold electrode,CF4A97515AC,gold electrode,canonical
Au electrode,CF4A97515AC,gold electrode,controlled_rule
gold electrodes,CF4A97515AC,gold electrode,controlled_rule
smart-wound thermogalvanic dressing,CF535268496,smart-wound thermogalvanic dressing,canonical
MgLu2Se4,CF5AB77F55F,MgLu2Se4,canonical
or chi. halide anion chaotropicity,CF5D0CF0D6D,or chi. halide anion chaotropicity,canonical
seebeck coefficient values,CF613FF5F63,seebeck coefficient values,canonical
photothermal hydrogel generates temperature gradient for solar evaporation,CF62D564DE1,photothermal hydrogel generates temperature gradient for solar evaporation,canonical
salting-out,CF652A991A2,salting-out,canonical
K2BaCdSb2,CF65AEA7282,K2BaCdSb2,canonical
fenc accelerates inner-sphere redox kinetics at low cost,CF6614C94BE,fenc accelerates inner-sphere redox kinetics at low cost,canonical
Tl2HfI6,CF67F1A5576,Tl2HfI6,canonical
selective ion transport,CF69DD93A68,selective ion transport,canonical
ion selectivity,CF69DD93A68,selective ion transport,cleaned_open_concept
selective ion migration,CF69DD93A68,selective ion transport,controlled_rule
Ag2Cr2O7,CF6A6C255D0,Ag2Cr2O7,canonical
perovskite,CF6EB9E126B,perovskite,canonical
perovskites,CF6EB9E126B,perovskite,controlled_rule
RbSnCl3,CF74E9E2477,RbSnCl3,canonical
CuAlO2,CF7ABDFC906,CuAlO2,canonical
thermoelectric soret contributions,CF7ADA92781,thermoelectric soret contributions,canonical
BeXF3,CF8151819F7,BeXF3,canonical
n-type seebeck coefficient,CF81A6BB0DB,n-type seebeck coefficient,canonical
high ionic thermopower,CF81D526F1E,high ionic thermopower,canonical
TiO2,CF840763400,TiO2,canonical
power density,CF8594C4108,power density,canonical
ionic power factor,CF8E6CDA9AF,ionic power factor,canonical
BaSiH6,CF9641E1479,BaSiH6,canonical
Rb2GeCl6,CF9F073E31B,Rb2GeCl6,canonical
Cu8GeSe4,CFA2054D06D,Cu8GeSe4,canonical
high-temperature thermal charging cells,CFACA6EEA84,high-temperature thermal charging cells,canonical
NaLiZnS2,CFACF32E93E,NaLiZnS2,canonical
Ba6Eu2Au6Ge40,CFADA0647B5,Ba6Eu2Au6Ge40,canonical
Ge2Sb2Te5,CFAE2226620,Ge2Sb2Te5,canonical
lithium bromide (LiBr),CFAFB569EDB,lithium bromide (LiBr),canonical
LiBr,CFAFB569EDB,lithium bromide (LiBr),controlled_rule
lithium bromide,CFAFB569EDB,lithium bromide (LiBr),controlled_rule
SrHfO3,CFB1C56170F,SrHfO3,canonical
cation-anion thermodiffusion asymmetry,CFBB5A400A1,cation-anion thermodiffusion asymmetry,canonical
mobility difference between anions and cation,CFBB5A400A1,cation-anion thermodiffusion asymmetry,controlled_rule
mobility difference between cations and anion,CFBB5A400A1,cation-anion thermodiffusion asymmetry,controlled_rule
mobility difference between the cations and anion,CFBB5A400A1,cation-anion thermodiffusion asymmetry,controlled_rule
thermophoretic difference,CFBB5A400A1,cation-anion thermodiffusion asymmetry,controlled_rule
Ba8Ga16Ge30,CFBCD9A3438,Ba8Ga16Ge30,canonical
PdCl4,CFC3544742C,PdCl4,canonical
Bi2Se3,CFC9D296861,Bi2Se3,canonical
[Fe(CN)6]4-/,CFCC465C342,[Fe(CN)6]4-/,canonical
LiBi3S5,CFD7FDEBB50,LiBi3S5,canonical
Cu6PSe5Br,CFD8D464B51,Cu6PSe5Br,canonical
[M2(CH3COO)4(L)2],CFD968CA0C7,[M2(CH3COO)4(L)2],canonical
CdSb2,CFE153D02B8,CdSb2,canonical
charge-carrier mobility,CFE4361F368,charge-carrier mobility,canonical
carrier mobility,CFE4361F368,charge-carrier mobility,controlled_rule
electron mobility,CFE4361F368,charge-carrier mobility,controlled_rule
hole mobility,CFE4361F368,charge-carrier mobility,controlled_rule
thermoelectric alloy,CFE5351761E,thermoelectric alloy,canonical
thermoelectric alloys,CFE5351761E,thermoelectric alloy,controlled_rule
CsPbBr3,CFE6B3C3D63,CsPbBr3,canonical
MABX3,CFE7BFD462E,MABX3,canonical
nacl ion-conductive ipgh. na+ thermodiffusion,CFEAF8F6AED,nacl ion-conductive ipgh. na+ thermodiffusion,canonical
CuS3,CFEE157972F,CuS3,canonical
metal telluride,CFEE2422214,metal telluride,canonical
LiFeO2,CFF05098E2B,LiFeO2,canonical
Li2MgZnH6,CFF161821A0,Li2MgZnH6,canonical
NH4FeF3,CFF1713451B,NH4FeF3,canonical
seebeck response,CFFC977DC52,seebeck response,canonical
Cs2AgBiBr6,CFFE2BD361E,Cs2AgBiBr6,canonical
RbGe7As15,CFFF866F9E7,RbGe7As15,canonical
