mention_id,domain,paper_id,initial_concept_id,draft_concept_id,judge_partition_id,mapping_action,decision_basis,role_status,raw_label,claim_id,node_evidence_locator,source_applied,run_id,before_member_count,after_member_count
iTE:P0524:n2,iTE,P0524,iTE:P0524:initial_n2,draft:v2:iTE:06a7b58a12339f4ae933,astra:g026:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,thermoelectric voltage,iTE:P0524:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0524:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,8
iTE:P0525:n1,iTE,P0525,iTE:P0525:initial_n1,draft:v2:iTE:6424817de32e41465a5c,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,coordination interactions,iTE:P0525:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0525:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0525:n2,iTE,P0525,iTE:P0525:initial_n2,draft:v2:iTE:a51506cbbf7baf307fd4,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,thermal migration of Li+,iTE:P0525:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0525:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0525:n3,iTE,P0525,iTE:P0525:initial_n3,draft:v2:iTE:cdc53617d9debab7f9e3,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,strong anion adsorption on conductive carbon paper electrodes,iTE:P0525:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0525:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0525:n4,iTE,P0525,iTE:P0525:initial_n4,draft:v2:iTE:bdd4df785c31d60fea27,astra:g210:p001,retain_singleton,reviewed_singleton,source_role_preserved_not_newly_validated,concentration difference between anions and cations,iTE:P0525:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0525:n4,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0526:n1,iTE,P0526,iTE:P0526:initial_n1,draft:v2:iTE:2183c6590dd8eb29b005,astra:g129:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,radiative cooling,iTE:P0526:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0526:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,3
iTE:P0526:n2,iTE,P0526,iTE:P0526:initial_n2,draft:v2:iTE:4dc6e179655b220c736d,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,temperature gradient of 9.9 K,iTE:P0526:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0526:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0526:n3,iTE,P0526,iTE:P0526:initial_n3,draft:v2:iTE:6962507be7f98191a273,astra:g002:p001,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,thermoelectric performance,iTE:P0526:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0526:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,3
iTE:P0527:n1,iTE,P0527,iTE:P0527:initial_n1,draft:v2:iTE:8c12e387273b8e49f92d,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,anion thermodiffusion through the apoplast,iTE:P0527:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0527:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0527:n2,iTE,P0527,iTE:P0527:initial_n2,draft:v2:iTE:10499b2d6b104f17d485,astra:g133:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,thermoelectric response,iTE:P0527:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0527:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,3
iTE:P0527:n3,iTE,P0527,iTE:P0527:initial_n3,draft:v2:iTE:b6c5fcfc646ac26aee68,,retain_singleton,identity_only,deferred,leaf desiccation and electrode selection,iTE:P0527:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0527:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0528:n1,iTE,P0528,iTE:P0528:initial_n1,draft:v2:iTE:431542437fc0d954fafc,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,fixed surface charge density,iTE:P0528:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0528:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0528:n2,iTE,P0528,iTE:P0528:initial_n2,draft:v2:iTE:0729a1ae8e7501d52c20,astra:g260:p000,project_to_shared_concept,explicit_judge_partition,mixed_source_roles_astra_reviewed,ion selectivity,iTE:P0528:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0528:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,2
iTE:P0528:n3,iTE,P0528,iTE:P0528:initial_n3,draft:v2:iTE:c3f3b9cca13563e35bfb,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,ion transport under a thermal gradient,iTE:P0528:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0528:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0529:n1,iTE,P0529,iTE:P0529:initial_n1,draft:v2:iTE:d4bb157620b0bfe6beeb,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,chelation of redox ions,iTE:P0529:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0529:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0529:n2,iTE,P0529,iTE:P0529:initial_n2,draft:v2:iTE:81efcaa9dddab98bd36d,astra:g038:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,transition of the ionic liquid from n-type to p-type,iTE:P0529:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0529:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,2
iTE:P0530:n1,iTE,P0530,iTE:P0530:initial_n1,draft:v2:iTE:1c5f7644a639bc94dff8,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,enhanced viscosity near the charged surface,iTE:P0530:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0530:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0530:n2,iTE,P0530,iTE:P0530:initial_n2,draft:v2:iTE:9376c96c06b7015b9996,,retain_singleton,identity_only,deferred,hydrodynamic friction,iTE:P0530:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0530:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0530:n3,iTE,P0530,iTE:P0530:initial_n3,draft:v2:iTE:c00adfafb0d93ce98b85,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,ionic flux,iTE:P0530:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0530:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0531:n1,iTE,P0531,iTE:P0531:initial_n1,draft:v2:iTE:498b0a15dabeb7bcc86d,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,RbCu3SnSe4,iTE:P0531:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0531:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0531:n2,iTE,P0531,iTE:P0531:initial_n2,draft:v2:iTE:86d8225abec296f4ed31,astra:g099:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,figure of merit (ZT) and Seebeck coefficients,iTE:P0531:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0531:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,3
iTE:P0532:n1,iTE,P0532,iTE:P0532:initial_n1,draft:v2:iTE:ad70ee49c61fc7883e9f,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,Li2SO4,iTE:P0532:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0532:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0532:n2,iTE,P0532,iTE:P0532:initial_n2,draft:v2:iTE:01cc948eb8ed4549f747,astra:g041:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,ionic mobility,iTE:P0532:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0532:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,6
iTE:P0533:n1,iTE,P0533,iTE:P0533:initial_n1,draft:v2:iTE:1c4f810c364b708e8d0b,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,in situ ligand-derived organic-inorganic interface,iTE:P0533:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0533:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0533:n2,iTE,P0533,iTE:P0533:initial_n2,draft:v2:iTE:dc45733a6ee9bda13b42,astra:g001:p001,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,electrical conductivity,iTE:P0533:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0533:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,43
iTE:P0533:n3,iTE,P0533,iTE:P0533:initial_n3,draft:v2:iTE:400ba5bb906d03f1f2f7,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,ionic and thermal conductivity,iTE:P0533:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0533:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0534:n1,iTE,P0534,iTE:P0534:initial_n1,draft:v2:iTE:7082f1f6ff641952ee18,,retain_singleton,identity_only,deferred,"structural complexity, variations in bond strengths, and high lattice anharmonicity",iTE:P0534:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0534:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0534:n2,iTE,P0534,iTE:P0534:initial_n2,draft:v2:iTE:5baf8589a93c26285f06,astra:g032:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,low thermal conductivity in Cu7PSe6,iTE:P0534:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0534:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,2
iTE:P0535:n1,iTE,P0535,iTE:P0535:initial_n1,draft:v2:iTE:65f7c7c4c7bdff1f3337,astra:g116:p001,retain_singleton,reviewed_singleton,source_role_preserved_not_newly_validated,strong hydrogen-bonding network,iTE:P0535:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0535:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0535:n2,iTE,P0535,iTE:P0535:initial_n2,draft:v2:iTE:3df54a4883fa212af3af,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,multiple mobile ion species,iTE:P0535:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0535:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0535:n3,iTE,P0535,iTE:P0535:initial_n3,draft:v2:iTE:3d210a8c3b00d895382e,astra:g012:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,thermodiffusion,iTE:P0535:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0535:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,18
iTE:P0536:n1,iTE,P0536,iTE:P0536:initial_n1,draft:v2:iTE:0b5de4e8eedd5bf9340b,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,synergistic ion-ion/ion-dipole interactions,iTE:P0536:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0536:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0536:n2,iTE,P0536,iTE:P0536:initial_n2,draft:v2:iTE:67e529b29e9543ac8559,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,chemical-physical networks,iTE:P0536:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0536:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0536:n3,iTE,P0536,iTE:P0536:initial_n3,draft:v2:iTE:b0e976493aa488457ff3,astra:g084:p002,retain_singleton,reviewed_singleton,source_role_preserved_not_newly_validated,mechanical properties and ultrahigh thermoelectric performances,iTE:P0536:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0536:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0537:n1,iTE,P0537,iTE:P0537:initial_n1,draft:v2:iTE:aad65ec62ada806b1c47,astra:g274:p001,retain_singleton,reviewed_singleton,source_role_preserved_not_newly_validated,Strong coordination of lithium ion with ether oxygen,iTE:P0537:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0537:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0537:n2,iTE,P0537,iTE:P0537:initial_n2,draft:v2:iTE:04611f42d16bf0cb4fe4,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,anion-rich clusters,iTE:P0537:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0537:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0537:n3,iTE,P0537,iTE:P0537:initial_n3,draft:v2:iTE:90471b1b200310330b41,astra:g310:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,rapid transport of the anions,iTE:P0537:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0537:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,2
iTE:P0537:n4,iTE,P0537,iTE:P0537:initial_n4,draft:v2:iTE:685bc4605ce5ea43c15c,astra:g049:p001,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,Eastman entropy change,iTE:P0537:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0537:n4,False,normalization_draft:8b8928b254fa3bab0fef,1,3
iTE:P0538:n1,iTE,P0538,iTE:P0538:initial_n1,draft:v2:iTE:c4247c9b1f7438eb1aeb,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,balanced enthalpic-entropic contributions,iTE:P0538:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0538:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0538:n2,iTE,P0538,iTE:P0538:initial_n2,draft:v2:iTE:dc192422b147012d0d11,astra:g281:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,microstructure,iTE:P0538:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0538:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,2
iTE:P0538:n3,iTE,P0538,iTE:P0538:initial_n3,draft:v2:iTE:2ec29135450d936c8f7d,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,percolated ion-selective transport channels,iTE:P0538:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0538:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0539:n1,iTE,P0539,iTE:P0539:initial_n1,draft:v2:iTE:56c8dd1a90378b452981,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,PPBI,iTE:P0539:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0539:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0539:n2,iTE,P0539,iTE:P0539:initial_n2,draft:v2:iTE:dc45733a6ee9bda13b42,astra:g001:p001,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,electrical conductivity,iTE:P0539:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0539:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,43
iTE:P0539:n3,iTE,P0539,iTE:P0539:initial_n3,draft:v2:iTE:37c58210df51f7289192,astra:g004:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,thermal conductivity,iTE:P0539:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0539:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,29
iTE:P0540:n1,iTE,P0540,iTE:P0540:initial_n1,draft:v2:iTE:a7a5f7d5337bc53e85e2,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,hydrogen bonding networks in PA/OPBI,iTE:P0540:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0540:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0540:n2,iTE,P0540,iTE:P0540:initial_n2,draft:v2:iTE:3cd8e9390bb968a97f7a,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,proton conduction through hopping,iTE:P0540:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0540:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0540:n3,iTE,P0540,iTE:P0540:initial_n3,draft:v2:iTE:8606abf8c81a2024f9ae,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,conductivity at elevated temperatures,iTE:P0540:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0540:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0541:n1,iTE,P0541,iTE:P0541:initial_n1,draft:v2:iTE:ed8e9088064e7010309e,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,"well-matched, high-activity electrodes",iTE:P0541:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0541:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0541:n2,iTE,P0541,iTE:P0541:initial_n2,draft:v2:iTE:b61a10e1dfb1788f9fae,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,stabilize Na+ at the cold side and OH-at the hot side,iTE:P0541:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0541:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0541:n3,iTE,P0541,iTE:P0541:initial_n3,draft:v2:iTE:94d373a05300a7f0297f,,retain_singleton,identity_only,deferred,Seebeck effect,iTE:P0541:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0541:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0542:n1,iTE,P0542,iTE:P0542:initial_n1,draft:v2:iTE:2c1ac80142560f36a872,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,zinc ion transfer number,iTE:P0542:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0542:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0542:n2,iTE,P0542,iTE:P0542:initial_n2,draft:v2:iTE:a5a8952bd5cf6d9878a4,astra:g000:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,Seebeck coefficient,iTE:P0542:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0542:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,50
iTE:P0543:n1,iTE,P0543,iTE:P0543:initial_n1,draft:v2:iTE:3e85c5cb470c994d90bd,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,cellulose nanofibrils (CNFs),iTE:P0543:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0543:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0543:n2,iTE,P0543,iTE:P0543:initial_n2,draft:v2:iTE:c15972a7596d1a08e9a0,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,ionic thermopower and strength,iTE:P0543:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0543:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0544:n1,iTE,P0544,iTE:P0544:initial_n1,draft:v2:iTE:7034cdc0bda437f0f4e9,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,O-2,iTE:P0544:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0544:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0544:n2,iTE,P0544,iTE:P0544:initial_n2,draft:v2:iTE:40e2c68ccd3a76a2460c,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,formation of Cu2O,iTE:P0544:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0544:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0544:n3,iTE,P0544,iTE:P0544:initial_n3,draft:v2:iTE:5acc38a83b6b819d57fe,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,ion-migration toward the surface,iTE:P0544:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0544:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0545:n1,iTE,P0545,iTE:P0545:initial_n1,draft:v2:iTE:c3e60599cfd162254ac9,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,Embedded Ni-foam-CNT electrodes,iTE:P0545:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0545:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0545:n2,iTE,P0545,iTE:P0545:initial_n2,draft:v2:iTE:a814da82264d29739d5f,astra:g299:p000,retain_singleton,reviewed_singleton,source_role_preserved_not_newly_validated,performance,iTE:P0545:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0545:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0545:n3,iTE,P0545,iTE:P0545:initial_n3,draft:v2:iTE:84877918d9641e0596c4,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,noise,iTE:P0545:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0545:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0546:n1,iTE,P0546,iTE:P0546:initial_n1,draft:v2:iTE:fed1f672cb739df60228,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,1 wt% of IL,iTE:P0546:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0546:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0546:n2,iTE,P0546,iTE:P0546:initial_n2,draft:v2:iTE:592ab83b8682a0e25cee,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,continuous fabrication of the PEDOT: PSS fiber,iTE:P0546:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0546:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0547:n1,iTE,P0547,iTE:P0547:initial_n1,draft:v2:iTE:45062fcd7060ab71be83,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,slippage on the highly charged graphene surface,iTE:P0547:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0547:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
