sentence_pair_id,paper_id,analysis_layer,source_membership,year,title,doi,sentence_id,evidence_sentence,left_global_concept_id,left_layer_node_id,left_label,left_surface,left_char_start,left_char_end,right_global_concept_id,right_layer_node_id,right_label,right_surface,right_char_start,right_char_end,pair_key,evidence_scope,strict_syntax_relation_supported
SP_38dada7fc30d,P0193,TG,TG,2023,Aqueous eutectic hydrogel electrolytes enable flexible thermocells with a wide operating temperature range,10.1039/d2ta09385e,6,"The colligative properties of the hydrogel electrolyte can suppress ice crystallization, and in-depth molecular dynamics simulations reveal that a vital underlying mechanism is the strong coordination effect of Li+ ions with water molecules over a wide range of temperatures.",GC_96ad18401ea9,LN_749a67470054,colligative property,colligative properties,1021,1043,GC_f7553cd07f36,LN_2c5e4280419c,hydrogel electrolyte,hydrogel electrolyte,1051,1071,GC_96ad18401ea9::GC_f7553cd07f36,same_sentence_cooccurrence_not_causal,False
SP_a305461821da,P0193,TG,TG,2023,Aqueous eutectic hydrogel electrolytes enable flexible thermocells with a wide operating temperature range,10.1039/d2ta09385e,6,"The colligative properties of the hydrogel electrolyte can suppress ice crystallization, and in-depth molecular dynamics simulations reveal that a vital underlying mechanism is the strong coordination effect of Li+ ions with water molecules over a wide range of temperatures.",GC_add8780f20fe,LN_3da6fd00609e,molecular dynamics simulations,molecular dynamics simulations,1119,1149,GC_f7553cd07f36,LN_2c5e4280419c,hydrogel electrolyte,hydrogel electrolyte,1051,1071,GC_add8780f20fe::GC_f7553cd07f36,same_sentence_cooccurrence_not_causal,False
SP_20d29934658f,P0193,TG,TG,2023,Aqueous eutectic hydrogel electrolytes enable flexible thermocells with a wide operating temperature range,10.1039/d2ta09385e,6,"The colligative properties of the hydrogel electrolyte can suppress ice crystallization, and in-depth molecular dynamics simulations reveal that a vital underlying mechanism is the strong coordination effect of Li+ ions with water molecules over a wide range of temperatures.",GC_4a92e5f4fe38,LN_ce78e7c63303,hydrogel,hydrogel,1051,1059,GC_77ebb0d46b50,LN_4cb5d4e2757e,ice crystallization,ice crystallization,1085,1104,GC_4a92e5f4fe38::GC_77ebb0d46b50,same_sentence_cooccurrence_not_causal,False
SP_983d66da6e83,P0193,TG,TG,2023,Aqueous eutectic hydrogel electrolytes enable flexible thermocells with a wide operating temperature range,10.1039/d2ta09385e,6,"The colligative properties of the hydrogel electrolyte can suppress ice crystallization, and in-depth molecular dynamics simulations reveal that a vital underlying mechanism is the strong coordination effect of Li+ ions with water molecules over a wide range of temperatures.",GC_77ebb0d46b50,LN_4cb5d4e2757e,ice crystallization,ice crystallization,1085,1104,GC_78497a3caea5,LN_8940e11d0340,li+ ion,Li+ ions,1228,1236,GC_77ebb0d46b50::GC_78497a3caea5,same_sentence_cooccurrence_not_causal,False
SP_5c30c2ab3315,P0193,TG,TG,2023,Aqueous eutectic hydrogel electrolytes enable flexible thermocells with a wide operating temperature range,10.1039/d2ta09385e,6,"The colligative properties of the hydrogel electrolyte can suppress ice crystallization, and in-depth molecular dynamics simulations reveal that a vital underlying mechanism is the strong coordination effect of Li+ ions with water molecules over a wide range of temperatures.",GC_77ebb0d46b50,LN_4cb5d4e2757e,ice crystallization,ice crystallization,1085,1104,GC_96ad18401ea9,LN_749a67470054,colligative property,colligative properties,1021,1043,GC_77ebb0d46b50::GC_96ad18401ea9,same_sentence_cooccurrence_not_causal,False
SP_1a1bd9c50cdc,P0193,TG,TG,2023,Aqueous eutectic hydrogel electrolytes enable flexible thermocells with a wide operating temperature range,10.1039/d2ta09385e,6,"The colligative properties of the hydrogel electrolyte can suppress ice crystallization, and in-depth molecular dynamics simulations reveal that a vital underlying mechanism is the strong coordination effect of Li+ ions with water molecules over a wide range of temperatures.",GC_77ebb0d46b50,LN_4cb5d4e2757e,ice crystallization,ice crystallization,1085,1104,GC_add8780f20fe,LN_3da6fd00609e,molecular dynamics simulations,molecular dynamics simulations,1119,1149,GC_77ebb0d46b50::GC_add8780f20fe,same_sentence_cooccurrence_not_causal,False
SP_f9029a261a38,P0193,TG,TG,2023,Aqueous eutectic hydrogel electrolytes enable flexible thermocells with a wide operating temperature range,10.1039/d2ta09385e,6,"The colligative properties of the hydrogel electrolyte can suppress ice crystallization, and in-depth molecular dynamics simulations reveal that a vital underlying mechanism is the strong coordination effect of Li+ ions with water molecules over a wide range of temperatures.",GC_4a92e5f4fe38,LN_ce78e7c63303,hydrogel,hydrogel,1051,1059,GC_78497a3caea5,LN_8940e11d0340,li+ ion,Li+ ions,1228,1236,GC_4a92e5f4fe38::GC_78497a3caea5,same_sentence_cooccurrence_not_causal,False
SP_99c18b036b46,P0193,TG,TG,2023,Aqueous eutectic hydrogel electrolytes enable flexible thermocells with a wide operating temperature range,10.1039/d2ta09385e,6,"The colligative properties of the hydrogel electrolyte can suppress ice crystallization, and in-depth molecular dynamics simulations reveal that a vital underlying mechanism is the strong coordination effect of Li+ ions with water molecules over a wide range of temperatures.",GC_4a92e5f4fe38,LN_ce78e7c63303,hydrogel,hydrogel,1051,1059,GC_96ad18401ea9,LN_749a67470054,colligative property,colligative properties,1021,1043,GC_4a92e5f4fe38::GC_96ad18401ea9,same_sentence_cooccurrence_not_causal,False
SP_0a1f72b1d789,P0193,TG,TG,2023,Aqueous eutectic hydrogel electrolytes enable flexible thermocells with a wide operating temperature range,10.1039/d2ta09385e,6,"The colligative properties of the hydrogel electrolyte can suppress ice crystallization, and in-depth molecular dynamics simulations reveal that a vital underlying mechanism is the strong coordination effect of Li+ ions with water molecules over a wide range of temperatures.",GC_4a92e5f4fe38,LN_ce78e7c63303,hydrogel,hydrogel,1051,1059,GC_add8780f20fe,LN_3da6fd00609e,molecular dynamics simulations,molecular dynamics simulations,1119,1149,GC_4a92e5f4fe38::GC_add8780f20fe,same_sentence_cooccurrence_not_causal,False
SP_a53f87221d1d,P0193,TG,TG,2023,Aqueous eutectic hydrogel electrolytes enable flexible thermocells with a wide operating temperature range,10.1039/d2ta09385e,6,"The colligative properties of the hydrogel electrolyte can suppress ice crystallization, and in-depth molecular dynamics simulations reveal that a vital underlying mechanism is the strong coordination effect of Li+ ions with water molecules over a wide range of temperatures.",GC_78497a3caea5,LN_8940e11d0340,li+ ion,Li+ ions,1228,1236,GC_96ad18401ea9,LN_749a67470054,colligative property,colligative properties,1021,1043,GC_78497a3caea5::GC_96ad18401ea9,same_sentence_cooccurrence_not_causal,False
SP_e3d1b4983597,P0193,TG,TG,2023,Aqueous eutectic hydrogel electrolytes enable flexible thermocells with a wide operating temperature range,10.1039/d2ta09385e,6,"The colligative properties of the hydrogel electrolyte can suppress ice crystallization, and in-depth molecular dynamics simulations reveal that a vital underlying mechanism is the strong coordination effect of Li+ ions with water molecules over a wide range of temperatures.",GC_78497a3caea5,LN_8940e11d0340,li+ ion,Li+ ions,1228,1236,GC_add8780f20fe,LN_3da6fd00609e,molecular dynamics simulations,molecular dynamics simulations,1119,1149,GC_78497a3caea5::GC_add8780f20fe,same_sentence_cooccurrence_not_causal,False
SP_78590cd8be6e,P0193,TG,TG,2023,Aqueous eutectic hydrogel electrolytes enable flexible thermocells with a wide operating temperature range,10.1039/d2ta09385e,6,"The colligative properties of the hydrogel electrolyte can suppress ice crystallization, and in-depth molecular dynamics simulations reveal that a vital underlying mechanism is the strong coordination effect of Li+ ions with water molecules over a wide range of temperatures.",GC_96ad18401ea9,LN_749a67470054,colligative property,colligative properties,1021,1043,GC_add8780f20fe,LN_3da6fd00609e,molecular dynamics simulations,molecular dynamics simulations,1119,1149,GC_96ad18401ea9::GC_add8780f20fe,same_sentence_cooccurrence_not_causal,False
SP_66472f94a0e6,P0194,TG,TG,2022,Vapor and heat dual-drive sustainable power for portable electronics in ambient environments,10.1039/d2ee00846g,3,"Based on the ternary aggregate of a polyelectrolyte, conducting polymer and a redox couple, the vapor and heat dual-drive electric generator (VHG) of 1 cm(2) offers an open circuit voltage of 0.9 V, and a sustainable short-circuit-current density of up to 0.8 mA cm(-2), much higher than that of single-source generators.",GC_9112a3072547,LN_a2c6de810147,conducting polymer,conducting polymer,324,342,GC_bf9cba2e92a8,LN_08fdaa0f1e9c,sustainable short circuit current,sustainable short-circuit-current,476,509,GC_9112a3072547::GC_bf9cba2e92a8,same_sentence_cooccurrence_not_causal,False
SP_b0a9fa088122,P0194,TG,TG,2022,Vapor and heat dual-drive sustainable power for portable electronics in ambient environments,10.1039/d2ee00846g,3,"Based on the ternary aggregate of a polyelectrolyte, conducting polymer and a redox couple, the vapor and heat dual-drive electric generator (VHG) of 1 cm(2) offers an open circuit voltage of 0.9 V, and a sustainable short-circuit-current density of up to 0.8 mA cm(-2), much higher than that of single-source generators.",GC_6587910c189e,LN_5ba866c48716,sustainable short circuit current density,sustainable short-circuit-current density,476,517,GC_9112a3072547,LN_a2c6de810147,conducting polymer,conducting polymer,324,342,GC_6587910c189e::GC_9112a3072547,same_sentence_cooccurrence_not_causal,False
SP_97286a6d3b7f,P0194,TG,TG,2022,Vapor and heat dual-drive sustainable power for portable electronics in ambient environments,10.1039/d2ee00846g,3,"Based on the ternary aggregate of a polyelectrolyte, conducting polymer and a redox couple, the vapor and heat dual-drive electric generator (VHG) of 1 cm(2) offers an open circuit voltage of 0.9 V, and a sustainable short-circuit-current density of up to 0.8 mA cm(-2), much higher than that of single-source generators.",GC_234b2810632d,LN_e6367d223636,open circuit voltage,open circuit voltage,439,459,GC_9112a3072547,LN_a2c6de810147,conducting polymer,conducting polymer,324,342,GC_234b2810632d::GC_9112a3072547,same_sentence_cooccurrence_not_causal,False
SP_79cfc500611f,P0194,TG,TG,2022,Vapor and heat dual-drive sustainable power for portable electronics in ambient environments,10.1039/d2ee00846g,3,"Based on the ternary aggregate of a polyelectrolyte, conducting polymer and a redox couple, the vapor and heat dual-drive electric generator (VHG) of 1 cm(2) offers an open circuit voltage of 0.9 V, and a sustainable short-circuit-current density of up to 0.8 mA cm(-2), much higher than that of single-source generators.",GC_8502acdfe77d,LN_bbc6a258a806,single source,single-source,567,580,GC_9112a3072547,LN_a2c6de810147,conducting polymer,conducting polymer,324,342,GC_8502acdfe77d::GC_9112a3072547,same_sentence_cooccurrence_not_causal,False
SP_efd4f2878d09,P0194,TG,TG,2022,Vapor and heat dual-drive sustainable power for portable electronics in ambient environments,10.1039/d2ee00846g,3,"Based on the ternary aggregate of a polyelectrolyte, conducting polymer and a redox couple, the vapor and heat dual-drive electric generator (VHG) of 1 cm(2) offers an open circuit voltage of 0.9 V, and a sustainable short-circuit-current density of up to 0.8 mA cm(-2), much higher than that of single-source generators.",GC_7cd97a0471a5,LN_eb1a000b5c02,single source generator,single-source generators,567,591,GC_9112a3072547,LN_a2c6de810147,conducting polymer,conducting polymer,324,342,GC_7cd97a0471a5::GC_9112a3072547,same_sentence_cooccurrence_not_causal,False
SP_c7e2b055ccd0,P0194,TG,TG,2022,Vapor and heat dual-drive sustainable power for portable electronics in ambient environments,10.1039/d2ee00846g,3,"Based on the ternary aggregate of a polyelectrolyte, conducting polymer and a redox couple, the vapor and heat dual-drive electric generator (VHG) of 1 cm(2) offers an open circuit voltage of 0.9 V, and a sustainable short-circuit-current density of up to 0.8 mA cm(-2), much higher than that of single-source generators.",GC_671646814c91,LN_cded539e4a12,electric generator,electric generator,393,411,GC_9112a3072547,LN_a2c6de810147,conducting polymer,conducting polymer,324,342,GC_671646814c91::GC_9112a3072547,same_sentence_cooccurrence_not_causal,False
SP_9c5bce671081,P0194,TG,TG,2022,Vapor and heat dual-drive sustainable power for portable electronics in ambient environments,10.1039/d2ee00846g,3,"Based on the ternary aggregate of a polyelectrolyte, conducting polymer and a redox couple, the vapor and heat dual-drive electric generator (VHG) of 1 cm(2) offers an open circuit voltage of 0.9 V, and a sustainable short-circuit-current density of up to 0.8 mA cm(-2), much higher than that of single-source generators.",GC_6587910c189e,LN_5ba866c48716,sustainable short circuit current density,sustainable short-circuit-current density,476,517,GC_bf9cba2e92a8,LN_08fdaa0f1e9c,sustainable short circuit current,sustainable short-circuit-current,476,509,GC_6587910c189e::GC_bf9cba2e92a8,same_sentence_cooccurrence_not_causal,False
SP_ac7b2eb1dd08,P0194,TG,TG,2022,Vapor and heat dual-drive sustainable power for portable electronics in ambient environments,10.1039/d2ee00846g,3,"Based on the ternary aggregate of a polyelectrolyte, conducting polymer and a redox couple, the vapor and heat dual-drive electric generator (VHG) of 1 cm(2) offers an open circuit voltage of 0.9 V, and a sustainable short-circuit-current density of up to 0.8 mA cm(-2), much higher than that of single-source generators.",GC_234b2810632d,LN_e6367d223636,open circuit voltage,open circuit voltage,439,459,GC_bf9cba2e92a8,LN_08fdaa0f1e9c,sustainable short circuit current,sustainable short-circuit-current,476,509,GC_234b2810632d::GC_bf9cba2e92a8,same_sentence_cooccurrence_not_causal,False
SP_33346b399f11,P0194,TG,TG,2022,Vapor and heat dual-drive sustainable power for portable electronics in ambient environments,10.1039/d2ee00846g,3,"Based on the ternary aggregate of a polyelectrolyte, conducting polymer and a redox couple, the vapor and heat dual-drive electric generator (VHG) of 1 cm(2) offers an open circuit voltage of 0.9 V, and a sustainable short-circuit-current density of up to 0.8 mA cm(-2), much higher than that of single-source generators.",GC_8502acdfe77d,LN_bbc6a258a806,single source,single-source,567,580,GC_bf9cba2e92a8,LN_08fdaa0f1e9c,sustainable short circuit current,sustainable short-circuit-current,476,509,GC_8502acdfe77d::GC_bf9cba2e92a8,same_sentence_cooccurrence_not_causal,False
SP_35860ac27c10,P0194,TG,TG,2022,Vapor and heat dual-drive sustainable power for portable electronics in ambient environments,10.1039/d2ee00846g,3,"Based on the ternary aggregate of a polyelectrolyte, conducting polymer and a redox couple, the vapor and heat dual-drive electric generator (VHG) of 1 cm(2) offers an open circuit voltage of 0.9 V, and a sustainable short-circuit-current density of up to 0.8 mA cm(-2), much higher than that of single-source generators.",GC_7cd97a0471a5,LN_eb1a000b5c02,single source generator,single-source generators,567,591,GC_bf9cba2e92a8,LN_08fdaa0f1e9c,sustainable short circuit current,sustainable short-circuit-current,476,509,GC_7cd97a0471a5::GC_bf9cba2e92a8,same_sentence_cooccurrence_not_causal,False
