mention_id,domain,paper_id,raw_phrase,status
iTE:P0550:n1,iTE,P0550,activation energy,not_yet_annotated
iTE:P0550:n2,iTE,P0550,generation of charge carriers,not_yet_annotated
iTE:P0550:n3,iTE,P0550,giant thermoelectric response,not_yet_annotated
iTE:P0551:n1,iTE,P0551,lighter alkali-metal element as a guest atom,not_yet_annotated
iTE:P0551:n2,iTE,P0551,density-of-states effective mass,not_yet_annotated
iTE:P0552:n1,iTE,P0552,complex with BMIM+,not_yet_annotated
iTE:P0552:n2,iTE,P0552,Coulomb interaction to BMIM+,not_yet_annotated
iTE:P0552:n3,iTE,P0552,migration of the BMIM+ cations,not_yet_annotated
iTE:P0552:n4,iTE,P0552,difference in the mobilities of BMIM+ and BF4-,not_yet_annotated
iTE:P0553:n1,iTE,P0553,interactions between the doped Na+ cations and DCA(-) anions,not_yet_annotated
iTE:P0553:n2,iTE,P0553,difference in the mobilities of EMIM+ cations and DCA(-) anions,not_yet_annotated
iTE:P0553:n3,iTE,P0553,thermopower,not_yet_annotated
iTE:P0554:n1,iTE,P0554,IR-reflecting indium tin oxide coating,not_yet_annotated
iTE:P0554:n2,iTE,P0554,radiative cooling,not_yet_annotated
iTE:P0555:n1,iTE,P0555,Manning's counterion condensation,not_yet_annotated
iTE:P0555:n2,iTE,P0555,SA,not_yet_annotated
iTE:P0555:n3,iTE,P0555,crystal PVA chains,not_yet_annotated
iTE:P0556:n1,iTE,P0556,ZIF-8,not_yet_annotated
iTE:P0556:n2,iTE,P0556,DCA(-) transport,not_yet_annotated
iTE:P0556:n3,iTE,P0556,difference of the mobilities of EMIM+ and DCA(-),not_yet_annotated
iTE:P0557:n1,iTE,P0557,Soret effect of protons,not_yet_annotated
iTE:P0557:n2,iTE,P0557,proton-coupled electron transfer (PCET) reaction,not_yet_annotated
iTE:P0557:n3,iTE,P0557,thermoelectric performances,not_yet_annotated
iTE:P0558:n1,iTE,P0558,gelatin/polyacrylamide double network ionic conductive hydrogel,not_yet_annotated
iTE:P0558:n2,iTE,P0558,skin temperature-triggered adhesion,not_yet_annotated
iTE:P0558:n3,iTE,P0558,low temperature-triggered detachment,not_yet_annotated
iTE:P0559:n1,iTE,P0559,eutectogels,not_yet_annotated
iTE:P0559:n2,iTE,P0559,ionic Seebeck coefficient,not_yet_annotated
iTE:P0559:n3,iTE,P0559,ionic conductivity,not_yet_annotated
iTE:P0560:n1,iTE,P0560,Eastman entropy changes,not_yet_annotated
iTE:P0560:n2,iTE,P0560,p-n conversion,not_yet_annotated
iTE:P0561:n1,iTE,P0561,electron tunneling between MXene nanosheets,not_yet_annotated
iTE:P0561:n2,iTE,P0561,ionic Soret effect,not_yet_annotated
iTE:P0561:n3,iTE,P0561,MTEG operates,not_yet_annotated
iTE:P0562:n1,iTE,P0562,ion-inducedcarrier migration,not_yet_annotated
iTE:P0562:n2,iTE,P0562,power factor,not_yet_annotated
iTE:P0563:n1,iTE,P0563,molten copper sublattice,not_yet_annotated
iTE:P0563:n2,iTE,P0563,softening of phonon modes,not_yet_annotated
iTE:P0563:n3,iTE,P0563,low thermal conductivity,not_yet_annotated
iTE:P0564:n1,iTE,P0564,ion steric effect,not_yet_annotated
iTE:P0564:n2,iTE,P0564,ion thermodiffusion in electric double layers,not_yet_annotated
iTE:P0564:n3,iTE,P0564,thermoelectric response,not_yet_annotated
iTE:P0565:n1,iTE,P0565,endotaxial nanostructures,not_yet_annotated
iTE:P0565:n2,iTE,P0565,Cu ion suppression,not_yet_annotated
iTE:P0565:n3,iTE,P0565,all-scale phonon scattering enhancement,not_yet_annotated
iTE:P0565:n4,iTE,P0565,ionic conductivity and lattice thermal conductivity,not_yet_annotated
iTE:P0566:n1,iTE,P0566,electric double layer formation,not_yet_annotated
iTE:P0566:n2,iTE,P0566,Seebeck coefficient of the nanotube networks,not_yet_annotated
iTE:P0567:n1,iTE,P0567,polarized membrane,not_yet_annotated
iTE:P0567:n2,iTE,P0567,dipole-ion interaction,not_yet_annotated
iTE:P0567:n3,iTE,P0567,thermal voltage,not_yet_annotated
iTE:P0568:n1,iTE,P0568,synergistic coordination and hydration interactions,not_yet_annotated
iTE:P0568:n2,iTE,P0568,giant negative thermopower,not_yet_annotated
iTE:P0569:n1,iTE,P0569,lattice energy and melting point of the acetate salts,not_yet_annotated
iTE:P0569:n2,iTE,P0569,increment,not_yet_annotated
iTE:P0570:n1,iTE,P0570,strong binding with the hydroxyl groups of polymers,not_yet_annotated
iTE:P0570:n2,iTE,P0570,migration of anions,not_yet_annotated
iTE:P0570:n3,iTE,P0570,segmental motions,not_yet_annotated
iTE:P0570:n4,iTE,P0570,transport of cations,not_yet_annotated
iTE:P0570:n5,iTE,P0570,increased amorphous regions,not_yet_annotated
iTE:P0571:n1,iTE,P0571,fiberassisted percolation of PVA-rich ionic transport pathways,not_yet_annotated
iTE:P0571:n2,iTE,P0571,selective immobilization of Ca2+ ions,not_yet_annotated
iTE:P0571:n3,iTE,P0571,thermoelectric response,not_yet_annotated
iTE:P0572:n1,iTE,P0572,confinement of ions within the polymer matrix,not_yet_annotated
iTE:P0572:n2,iTE,P0572,difference in diffusion rates between cations and anions,not_yet_annotated
iTE:P0572:n3,iTE,P0572,thermoelectric performance of the ionogel,not_yet_annotated
iTE:P0573:n1,iTE,P0573,short separation between the cations (or anions) and the electrons (or holes) at the interface,not_yet_annotated
iTE:P0573:n2,iTE,P0573,high capacitance,not_yet_annotated
iTE:P0574:n1,iTE,P0574,loading of EMIM:DCA,not_yet_annotated
iTE:P0574:n2,iTE,P0574,mechanical and electrical properties,not_yet_annotated
iTE:P0575:n1,iTE,P0575,ion-dipole interaction between PVDF-HFP and ionic liquids,not_yet_annotated
iTE:P0575:n2,iTE,P0575,giant Seebeck coefficient,not_yet_annotated
iTE:P0576:n1,iTE,P0576,percolation networks on the nano- and micro-scale,not_yet_annotated
iTE:P0576:n2,iTE,P0576,plasticizing effect of the ionic liquid,not_yet_annotated
iTE:P0576:n3,iTE,P0576,outstanding performance,not_yet_annotated
iTE:P0577:n1,iTE,P0577,PDES gel,not_yet_annotated
iTE:P0577:n2,iTE,P0577,Seebeck coefficient,not_yet_annotated
iTE:P0577:n3,iTE,P0577,ionic conductivity,not_yet_annotated
iTE:P0578:n1,iTE,P0578,ability to influence the hydrogen bond by the ion,not_yet_annotated
iTE:P0578:n2,iTE,P0578,thermoelectric performance,not_yet_annotated
iTE:P0579:n1,iTE,P0579,Sodium dodecylbenzene sulfonate (NaDBS),not_yet_annotated
iTE:P0579:n2,iTE,P0579,migration rate difference between cations and anions,not_yet_annotated
iTE:P0579:n3,iTE,P0579,thermoelectric performance,not_yet_annotated
iTE:P0580:n1,iTE,P0580,in situ microphase separation,not_yet_annotated
iTE:P0580:n2,iTE,P0580,IL-rich spherical structure,not_yet_annotated
iTE:P0580:n3,iTE,P0580,ion migration,not_yet_annotated
iTE:P0581:n1,iTE,P0581,[EMIm][Cl] doping,not_yet_annotated
iTE:P0581:n2,iTE,P0581,Seebeck coefficient,not_yet_annotated
iTE:P0582:n1,iTE,P0582,La3+ substitution for In3+,not_yet_annotated
iTE:P0582:n2,iTE,P0582,carrier concentration,not_yet_annotated
iTE:P0582:n3,iTE,P0582,power factor,not_yet_annotated
iTE:P0583:n1,iTE,P0583,polyacrylamide,not_yet_annotated
iTE:P0583:n2,iTE,P0583,exclusive anion transport channels,not_yet_annotated
iTE:P0583:n3,iTE,P0583,N-type thermoelectric mechanism,not_yet_annotated
iTE:P0584:n1,iTE,P0584,hydrophobic polymer network and hydrophobic ionic liquid (IL),not_yet_annotated
iTE:P0584:n2,iTE,P0584,high hydrophobicity and antiswelling capacity,not_yet_annotated
iTE:P0584:n3,iTE,P0584,environment stability,not_yet_annotated
iTE:P0585:n1,iTE,P0585,nano-confinement effects,not_yet_annotated
iTE:P0585:n2,iTE,P0585,ion selectivity,not_yet_annotated
iTE:P0585:n3,iTE,P0585,asymmetric ion distribution,not_yet_annotated
iTE:P0586:n1,iTE,P0586,coordination of Ca2+ with cellulose molecular chain,not_yet_annotated
iTE:P0586:n2,iTE,P0586,distance between the cellulose molecular chains,not_yet_annotated
iTE:P0586:n3,iTE,P0586,ions can transport along the cellulose molecular chain,not_yet_annotated
iTE:P0587:n1,iTE,P0587,ion-cellulose interaction,not_yet_annotated
iTE:P0587:n2,iTE,P0587,ion-ion interaction,not_yet_annotated
iTE:P0587:n3,iTE,P0587,thermoelectric properties,not_yet_annotated
iTE:P0588:n1,iTE,P0588,interlayer swelling,not_yet_annotated
iTE:P0588:n2,iTE,P0588,barriers,not_yet_annotated
iTE:P0589:n1,iTE,P0589,built-in local electric fields,not_yet_annotated
iTE:P0589:n2,iTE,P0589,ion-selective anchoring sites,not_yet_annotated
iTE:P0589:n3,iTE,P0589,ion dissociation,not_yet_annotated
iTE:P0589:n4,iTE,P0589,cation-anion migration asymmetry,not_yet_annotated
iTE:P0590:n1,iTE,P0590,DBS-anions anchor at the biphasic interface,not_yet_annotated
iTE:P0590:n2,iTE,P0590,thermal migration,not_yet_annotated
iTE:P0590:n3,iTE,P0590,thermodiffusion of cations,not_yet_annotated
iTE:P0591:n1,iTE,P0591,CMHC,not_yet_annotated
iTE:P0591:n2,iTE,P0591,immobilizes Zn2+,not_yet_annotated
iTE:P0591:n3,iTE,P0591,mechanical performance,not_yet_annotated
iTE:P0592:n1,iTE,P0592,concentration of ionic liquid,not_yet_annotated
iTE:P0592:n2,iTE,P0592,ion transport properties,not_yet_annotated
iTE:P0593:n1,iTE,P0593,coexistence of amorphous main phase and crystallites,not_yet_annotated
iTE:P0593:n2,iTE,P0593,flexibility,not_yet_annotated
iTE:P0593:n3,iTE,P0593,ultralow lattice thermal conductivity,not_yet_annotated
iTE:P0594:n1,iTE,P0594,lower film thickness and intrinsic carrier concentration,not_yet_annotated
iTE:P0594:n2,iTE,P0594,ionic liquid-gated response,not_yet_annotated
iTE:P0595:n1,iTE,P0595,EMIM DCA,not_yet_annotated
iTE:P0595:n2,iTE,P0595,electronic structure of SWCNTs,not_yet_annotated
iTE:P0595:n3,iTE,P0595,counter-ion exchange,not_yet_annotated
iTE:P0595:n4,iTE,P0595,Seebeck coefficient,not_yet_annotated
iTE:P0596:n1,iTE,P0596,chemical bonding engineering,not_yet_annotated
iTE:P0596:n2,iTE,P0596,bond softening,not_yet_annotated
iTE:P0596:n3,iTE,P0596,multiscale hierarchical structures,not_yet_annotated
iTE:P0596:n4,iTE,P0596,lattice thermal conductivity,not_yet_annotated
iTE:P0597:n1,iTE,P0597,ionic materials (perfluoroalkoxy and Ni) with alternating triboelectric charges,not_yet_annotated
iTE:P0597:n2,iTE,P0597,electric potential difference,not_yet_annotated
iTE:P0598:n1,iTE,P0598,all-solid-state feature,not_yet_annotated
iTE:P0598:n2,iTE,P0598,environmental stability,not_yet_annotated
iTE:P0599:n1,iTE,P0599,PU ionogels,not_yet_annotated
iTE:P0599:n2,iTE,P0599,mechanical stretchability,not_yet_annotated
iTE:P0599:n3,iTE,P0599,tensile strength,not_yet_annotated
iTE:P0600:n1,iTE,P0600,ion-polymer matrix interaction,not_yet_annotated
iTE:P0600:n2,iTE,P0600,sign and magnitude of the ionic Seebeck coefficient,not_yet_annotated
iTE:P0601:n1,iTE,P0601,localized diffusional jumps of the copper ions within a confined octahedral environment,not_yet_annotated
iTE:P0601:n2,iTE,P0601,thermal conduction,not_yet_annotated
iTE:P0602:n1,iTE,P0602,solid networks formed by PVDF-HFP,not_yet_annotated
iTE:P0602:n2,iTE,P0602,microstructure,not_yet_annotated
iTE:P0602:n3,iTE,P0602,ionic transport,not_yet_annotated
iTE:P0603:n1,iTE,P0603,ionic capacitive effect at the Schottky junction,not_yet_annotated
iTE:P0603:n2,iTE,P0603,space-charge distribution in the electric double layer,not_yet_annotated
iTE:P0603:n3,iTE,P0603,long-range migration of Cu(+),not_yet_annotated
iTE:P0604:n1,iTE,P0604,Soret effect of the ionogel,not_yet_annotated
iTE:P0604:n2,iTE,P0604,temperature fluctuation,not_yet_annotated
iTE:P0604:n3,iTE,P0604,generate power,not_yet_annotated
iTE:P0605:n1,iTE,P0605,EMIM:DCA,not_yet_annotated
iTE:P0605:n2,iTE,P0605,mobility of polymer chains,not_yet_annotated
iTE:P0605:n3,iTE,P0605,crystal size,not_yet_annotated
iTE:P0605:n4,iTE,P0605,ion transport ability,not_yet_annotated
iTE:P0606:n1,iTE,P0606,tellurides,not_yet_annotated
iTE:P0606:n2,iTE,P0606,less ionic than sulfides or selenides,not_yet_annotated
iTE:P0606:n3,iTE,P0606,carrier mobility,not_yet_annotated
iTE:P0607:n1,iTE,P0607,added ions,not_yet_annotated
iTE:P0607:n2,iTE,P0607,accumulation of charge carriers in response to temperature gradient,not_yet_annotated
iTE:P0608:n1,iTE,P0608,thermal gradient,not_yet_annotated
iTE:P0608:n2,iTE,P0608,water evaporation,not_yet_annotated
iTE:P0608:n3,iTE,P0608,selective ion transport through the charged nanochannels,not_yet_annotated
iTE:P0608:n4,iTE,P0608,ionic thermoelectric and streaming potentials,not_yet_annotated
iTE:P0609:n1,iTE,P0609,CaCl2,not_yet_annotated
iTE:P0609:n2,iTE,P0609,second crosslinking network,not_yet_annotated
iTE:P0610:n1,iTE,P0610,bonding heterogeneity in CdTe2,not_yet_annotated
iTE:P0610:n2,iTE,P0610,low lattice conductivity,not_yet_annotated
iTE:P0611:n1,iTE,P0611,negatively charged Laponite sheets and released Na+,not_yet_annotated
iTE:P0611:n2,iTE,P0611,thermophoretic mobility difference between the cations and anions,not_yet_annotated
iTE:P0611:n3,iTE,P0611,ionic Seebeck coefficient,not_yet_annotated
iTE:P0612:n1,iTE,P0612,nematic-isotropic phase transition,not_yet_annotated
iTE:P0612:n2,iTE,P0612,fast transmittance switching,not_yet_annotated
iTE:P0613:n1,iTE,P0613,ITEG,not_yet_annotated
iTE:P0613:n2,iTE,P0613,"water retention, freezing resistance, and self-regeneration",not_yet_annotated
iTE:P0614:n1,iTE,P0614,chemical doping,not_yet_annotated
iTE:P0614:n2,iTE,P0614,n-type and p-type thermoelectric clays,not_yet_annotated
iTE:P0615:n1,iTE,P0615,Quasi-frozen ionic carriers,not_yet_annotated
iTE:P0615:n2,iTE,P0615,ionic Seebeck coefficient,not_yet_annotated
iTE:P0615:n3,iTE,P0615,electronic carriers,not_yet_annotated
iTE:P0615:n4,iTE,P0615,electrical conductivity,not_yet_annotated
iTE:P0616:n1,iTE,P0616,introduction of multiple ions,not_yet_annotated
iTE:P0616:n2,iTE,P0616,ionic thermopower,not_yet_annotated
iTE:P0617:n1,iTE,P0617,interactions between quaternary ammonium cations and cellulose,not_yet_annotated
iTE:P0617:n2,iTE,P0617,Seebeck coefficient,not_yet_annotated
iTE:P0618:n1,iTE,P0618,ion accumulation,not_yet_annotated
iTE:P0618:n2,iTE,P0618,Seebeck coefficient,not_yet_annotated
iTE:P0618:n3,iTE,P0618,electrical conductivity,not_yet_annotated
iTE:P0619:n1,iTE,P0619,increased PEDOT domain distances,not_yet_annotated
iTE:P0619:n2,iTE,P0619,interdomain charge carrier transport,not_yet_annotated
iTE:P0619:n3,iTE,P0619,electrical conductivity decay,not_yet_annotated
iTE:P0620:n1,iTE,P0620,water concentration difference,not_yet_annotated
iTE:P0620:n2,iTE,P0620,hydrovoltaic voltage,not_yet_annotated
iTE:P0620:n3,iTE,P0620,enhanced apparent ionic Seebeck coefficient,not_yet_annotated
iTE:P0621:n1,iTE,P0621,water-harvesting MOF-801 coupled with a HG layer,not_yet_annotated
iTE:P0621:n2,iTE,P0621,constant relative humidity of 90%,not_yet_annotated
iTE:P0621:n3,iTE,P0621,V-oc over 72 h,not_yet_annotated
iTE:P0622:n1,iTE,P0622,thermal ionic diffusion (Soret effect),not_yet_annotated
iTE:P0622:n2,iTE,P0622,temperature fluctuations,not_yet_annotated
iTE:P0622:n3,iTE,P0622,generate electricity,not_yet_annotated
iTE:P0623:n1,iTE,P0623,Se doping,not_yet_annotated
iTE:P0623:n2,iTE,P0623,orthorhombic-cubic phase transition,not_yet_annotated
iTE:P0623:n3,iTE,P0623,temperature range of the thermoelectrically favored cubic phase,not_yet_annotated
iTE:P0624:n1,iTE,P0624,ion-blocking barriers,not_yet_annotated
iTE:P0624:n2,iTE,P0624,chemical potential,not_yet_annotated
iTE:P0624:n3,iTE,P0624,decomposition,not_yet_annotated
iTE:P0625:n1,iTE,P0625,strongly bound to PSS- anions,not_yet_annotated
iTE:P0625:n2,iTE,P0625,limited thermal diffusion of the cations,not_yet_annotated
iTE:P0625:n3,iTE,P0625,negative Seebeck coefficient,not_yet_annotated
iTE:P0626:n1,iTE,P0626,ionic liquids,not_yet_annotated
iTE:P0626:n2,iTE,P0626,thermally-insulating gate dielectrics,not_yet_annotated
iTE:P0627:n1,iTE,P0627,high-capacity ionic gel,not_yet_annotated
iTE:P0627:n2,iTE,P0627,thermoelectric transport properties,not_yet_annotated
iTE:P0628:n1,iTE,P0628,L-ascorbic acid,not_yet_annotated
iTE:P0628:n2,iTE,P0628,dedoping,not_yet_annotated
iTE:P0628:n3,iTE,P0628,oxidation state,not_yet_annotated
iTE:P0628:n4,iTE,P0628,thermoelectric power factor,not_yet_annotated
iTE:P0629:n1,iTE,P0629,thermally induced polarization of ions at the interface,not_yet_annotated
iTE:P0629:n2,iTE,P0629,thermovoltage,not_yet_annotated
iTE:P0630:n1,iTE,P0630,ZnO:In film,not_yet_annotated
iTE:P0630:n2,iTE,P0630,Seebeck coefficient,not_yet_annotated
iTE:P0631:n1,iTE,P0631,phonon-phonon scattering,not_yet_annotated
iTE:P0631:n2,iTE,P0631,ultra-low lattice thermal conductivity,not_yet_annotated
iTE:P0632:n1,iTE,P0632,ionic radii of the rare earth cations,not_yet_annotated
iTE:P0632:n2,iTE,P0632,conductivity,not_yet_annotated
iTE:P0632:n3,iTE,P0632,Seebeck coefficient,not_yet_annotated
iTE:P0633:n1,iTE,P0633,P-induced variations on the ionic conductivity,not_yet_annotated
iTE:P0633:n2,iTE,P0633,high anharmonicity,not_yet_annotated
iTE:P0633:n3,iTE,P0633,large barocaloric effects,not_yet_annotated
iTE:P0634:n1,iTE,P0634,anions of the ILs,not_yet_annotated
iTE:P0634:n2,iTE,P0634,"positively charged, conducting PEDOT",not_yet_annotated
iTE:P0634:n3,iTE,P0634,cations,not_yet_annotated
iTE:P0634:n4,iTE,P0634,negatively charged insulating PSS,not_yet_annotated
iTE:P0635:n1,iTE,P0635,membrane potential created by the charge polarization,not_yet_annotated
iTE:P0635:n2,iTE,P0635,velocity of the anions,not_yet_annotated
iTE:P0635:n3,iTE,P0635,mutual diffusivity coefficient,not_yet_annotated
iTE:P0636:n1,iTE,P0636,ionic radius of rare-earth elements,not_yet_annotated
iTE:P0636:n2,iTE,P0636,Electrical conductivity,not_yet_annotated
iTE:P0636:n3,iTE,P0636,Seebeck coefficient,not_yet_annotated
iTE:P0637:n1,iTE,P0637,Soret effect is eliminated,not_yet_annotated
iTE:P0637:n2,iTE,P0637,charging time,not_yet_annotated
iTE:P0637:n3,iTE,P0637,ratio of discharging and charging,not_yet_annotated
iTE:P0638:n1,iTE,P0638,weak chemical bonding between Ag and S,not_yet_annotated
iTE:P0638:n2,iTE,P0638,low lattice thermal conductivity,not_yet_annotated
iTE:P0639:n1,iTE,P0639,band reconstruction,not_yet_annotated
iTE:P0639:n2,iTE,P0639,Seebeck coefficient of Cu2Se,not_yet_annotated
iTE:P0640:n1,iTE,P0640,directed ionic flow through the biomimetic smart nanochannels,not_yet_annotated
iTE:P0640:n2,iTE,P0640,thermoelectric conversion system,not_yet_annotated
iTE:P0641:n1,iTE,P0641,EDL gating,not_yet_annotated
iTE:P0641:n2,iTE,P0641,electronic structures,not_yet_annotated
iTE:P0641:n3,iTE,P0641,Seebeck coefficient of 3DMG,not_yet_annotated
iTE:P0642:n1,iTE,P0642,p-CuI thin film single thermoleg,not_yet_annotated
iTE:P0642:n2,iTE,P0642,output power,not_yet_annotated
iTE:P0643:n1,iTE,P0643,gas/solid reactions,not_yet_annotated
iTE:P0643:n2,iTE,P0643,thermopower,not_yet_annotated
iTE:P0643:n3,iTE,P0643,electrochemical potential,not_yet_annotated
iTE:P0644:n1,iTE,P0644,interactions between PEGDMA monomers and cations and anions of the IL,not_yet_annotated
iTE:P0644:n2,iTE,P0644,hydrogen bonds between water and Br- anion,not_yet_annotated
iTE:P0644:n3,iTE,P0644,high conductivity,not_yet_annotated
iTE:P0645:n1,iTE,P0645,electrochemical effect,not_yet_annotated
iTE:P0645:n2,iTE,P0645,ion migration,not_yet_annotated
iTE:P0645:n3,iTE,P0645,thermodiffusion,not_yet_annotated
iTE:P0646:n1,iTE,P0646,slow oxygen diffusion,not_yet_annotated
iTE:P0646:n2,iTE,P0646,electrode processes,not_yet_annotated
iTE:P0646:n3,iTE,P0646,variation of Seebeck coefficients,not_yet_annotated
iTE:P0648:n1,iTE,P0648,GeSe,not_yet_annotated
iTE:P0648:n2,iTE,P0648,van der Waals interlayer interactions,not_yet_annotated
iTE:P0649:n1,iTE,P0649,Sn-concentration,not_yet_annotated
iTE:P0649:n2,iTE,P0649,Band gap,not_yet_annotated
iTE:P0650:n1,iTE,P0650,breathing in and out of polymer chains,not_yet_annotated
iTE:P0650:n2,iTE,P0650,dissociates the ion aggregates,not_yet_annotated
iTE:P0650:n3,iTE,P0650,ionic conductivity of IGs,not_yet_annotated
iTE:P0651:n1,iTE,P0651,shallow hole doping,not_yet_annotated
