paper_id,concept_id,canonical_concept,concept_type,concept_subtype,evidence_field,evidence_text,extraction_method,confidence
P0408,C872881EC3C,gel-confined redox transport,gel_microstructure,soft-material mechanism,material+mechanism+abstract,"PAM/LiTFSI4 ionic hydrogel fiber | ion-size difference, covalently cross-linked PAM network, and electrode-dependent effects promote cation transport and ion concentration difference; LiTFSI improves conductivity and antifreezing/self-healing",domain_curated_rule,0.97
P0408,C892643C376,LiTFSI4,material_entity,chemical formula,material_raw,LiTFSI4,chemical_formula_parser,0.9
P0408,C8F254FA6F8,Seebeck coefficient/thermopower,property_metric,thermoelectric metric,abstract,Seebeck coefficient,controlled_rule,0.94
P0408,C98C1040415,cation transport,transport_mechanism,transport mechanism,abstract/material/mechanism,cation transport,cleaned_open_concept,0.78
P0408,C9F13917B6F,temperature sensing,device_function,device function,abstract/material/mechanism,temperature sensing,cleaned_open_concept,0.78
P0408,CBC536166F4,ionic conductivity,property_metric,transport property,abstract,ionic conductivity,controlled_rule,0.94
P0408,CC028ABF9C6,anti-freezing organohydrogel design,gel_microstructure,soft-material mechanism,material+mechanism+abstract,"PAM/LiTFSI4 ionic hydrogel fiber | ion-size difference, covalently cross-linked PAM network, and electrode-dependent effects promote cation transport and ion concentration difference; LiTFSI improves conductivity and antifreezing/self-healing",domain_curated_rule,0.97
P0408,CC44C08236F,ionic seebeck coefficient,property_metric,property/metric,abstract/material/mechanism,ionic seebeck coefficient,cleaned_open_concept,0.78
P0408,CE6FC512ED2,dynamic crosslinked gel network,gel_microstructure,network structure,material+mechanism+abstract,"PAM/LiTFSI4 ionic hydrogel fiber | ion-size difference, covalently cross-linked PAM network, and electrode-dependent effects promote cation transport and ion concentration difference; LiTFSI improves conductivity and antifreezing/self-healing",domain_curated_rule+prediction_family_collapse,0.97
P0409,C02BE1C5341,low seebeck,property_metric,property/metric,abstract/material/mechanism,low seebeck,cleaned_open_concept,0.78
P0409,C0783369D77,PEDOT family,material_entity,conducting polymer family,material_raw,PEDOT:PSS,controlled_rule+prediction_family_collapse,0.94
P0409,C22DFAA7132,H2SO4,material_entity,chemical formula,material_raw,H2SO4,chemical_formula_parser,0.9
P0409,C5EFC27B241,power factor,property_metric,thermoelectric metric,abstract,power factor,controlled_rule,0.94
P0409,C6CDB23F33C,seebeck coefficient,property_metric,property/metric,abstract/material/mechanism,seebeck coefficient,cleaned_open_concept,0.78
P0409,C708AECFA88,output power density,property_metric,property/metric,abstract/material/mechanism,output power density,cleaned_open_concept,0.78
P0409,C8F254FA6F8,Seebeck coefficient/thermopower,property_metric,thermoelectric metric,mechanism_raw,Seebeck coefficient,controlled_rule,0.94
P0409,CA8311B95A4,electrical conductivity,property_metric,transport property,abstract,electrical conductivity,controlled_rule,0.94
P0409,CB9430BE241,photothermal thermogalvanic integration,device_function,device function,material+mechanism+abstract,PEDOT:PSS/MMIM:DCA fiber bundles treated with H2SO4 and NaBH4 | ionic liquid triggers phase separation and polymer-chain rearrangement for high mobility; DCA- binding and MMIM+ reduction tune PEDOT oxidation state and Seebeck coefficient,domain_curated_rule,0.97
P0409,CCB7E33D0FE,ionic liquid,material_system,electrolyte and solvent,mechanism_raw,ionic liquid,controlled_rule,0.94
P0409,CDA058FF9DB,NaBH4,material_entity,chemical formula,material_raw,NaBH4,chemical_formula_parser,0.9
P0409,CF8594C4108,power density,property_metric,device metric,abstract,power density,controlled_rule,0.94
P0409,CFE4361F368,charge-carrier mobility,solid_state_mechanism,electronic transport,abstract,carrier mobility,controlled_rule,0.94
P0410,C08389FD6C6,moisture-gradient ion transport,transport_mechanism,transport mechanism,material+mechanism+abstract,polystyrene sulfonate sodium polyelectrolyte in ionic thermoelectric supercapacitor | ionic figure of merit ZTi relates material thermoelectric properties to supercapacitor charging efficiency under humidity variation,domain_curated_rule,0.97
P0410,C6CDB23F33C,seebeck coefficient,property_metric,property/metric,abstract/material/mechanism,seebeck coefficient,cleaned_open_concept,0.78
P0410,C8F254FA6F8,Seebeck coefficient/thermopower,property_metric,thermoelectric metric,abstract,Seebeck coefficient,controlled_rule,0.94
P0410,CCF542D6217,thermal conductivity,property_metric,transport property,abstract,thermal conductivity,controlled_rule,0.94
P0411,C0783369D77,PEDOT family,material_entity,conducting polymer family,material_raw,PEDOT:PSS,controlled_rule+prediction_family_collapse,0.94
P0411,CB7671839CC,electrochemical refrigeration thermocell,device_function,device function,material+mechanism+abstract,"PEDOT:PSS/EMIM:DCA composite annealed at different temperatures | annealing-induced phase separation builds conductive networks, causing transition from ionic to electronic thermoelectric behavior",domain_curated_rule,0.97
P0411,CC3BA67827F,ionic-electronic coupling,transport_mechanism,coupled transport,material+mechanism+abstract,"PEDOT:PSS/EMIM:DCA composite annealed at different temperatures | annealing-induced phase separation builds conductive networks, causing transition from ionic to electronic thermoelectric behavior",domain_curated_rule,0.97
P0412,C08389FD6C6,moisture-gradient ion transport,transport_mechanism,transport mechanism,material+mechanism+abstract,"dual-network ionic liquid gel from polymerized 1-ethyl-3-vinylimidazolium dicyanamide with SiO2, modified graphene, and Ti3C2Tx | polycationic polymerization improves Seebeck coefficient and suppresses ion leakage; nanofillers reduce crystallinity, scatter phonons, and reinforce hydrogen bonding",domain_curated_rule,0.97
P0412,C0C6AA82A13,Ti3C2Tx MXene,material_entity,two-dimensional material,material_raw,Ti3C2Tx,controlled_rule,0.94
P0412,C10C4FF4B6C,hydrogen bonding,solvation_entropy,intermolecular interaction,mechanism_raw,hydrogen bonding,controlled_rule,0.94
P0412,C1AAB990F48,SiO2,material_entity,chemical formula,material_raw,SiO2,chemical_formula_parser,0.9
P0412,C375D83B7F6,operational stability,property_metric,property/metric,abstract/material/mechanism,operational stability,cleaned_open_concept,0.78
P0412,C583FD7C565,Ti3C2Tx,material_entity,chemical formula,material_raw,Ti3C2Tx,chemical_formula_parser,0.9
P0412,C60E04C9E41,MXene,material_entity,two-dimensional material,material_raw,Ti3C2Tx,controlled_rule,0.94
P0412,C6181968680,graphene,material_entity,carbon material,material_raw,graphene,controlled_rule,0.94
P0412,C6CDB23F33C,seebeck coefficient,property_metric,property/metric,abstract/material/mechanism,seebeck coefficient,cleaned_open_concept,0.78
P0412,C7932B1CE8C,chaotropic polymer-water disruption,gel_microstructure,soft-material mechanism,material+mechanism+abstract,"dual-network ionic liquid gel from polymerized 1-ethyl-3-vinylimidazolium dicyanamide with SiO2, modified graphene, and Ti3C2Tx | polycationic polymerization improves Seebeck coefficient and suppresses ion leakage; nanofillers reduce crystallinity, scatter phonons, and reinforce hydrogen bonding",domain_curated_rule,0.97
P0412,C8F254FA6F8,Seebeck coefficient/thermopower,property_metric,thermoelectric metric,mechanism_raw,Seebeck coefficient,controlled_rule,0.94
P0412,C9AFE334F36,phonon scattering,solid_state_mechanism,thermal transport,abstract,phonon scattering,controlled_rule,0.94
P0412,CC1DFFF3702,wearable biointerface thermocell,device_function,device function,material+mechanism+abstract,"dual-network ionic liquid gel from polymerized 1-ethyl-3-vinylimidazolium dicyanamide with SiO2, modified graphene, and Ti3C2Tx | polycationic polymerization improves Seebeck coefficient and suppresses ion leakage; nanofillers reduce crystallinity, scatter phonons, and reinforce hydrogen bonding",domain_curated_rule,0.97
P0412,CCB7E33D0FE,ionic liquid,material_system,electrolyte and solvent,material_raw,ionic liquid,controlled_rule,0.94
P0412,CE8285F698E,MXene-reinforced thermogalvanic gel,material_system,material/system,material+mechanism+abstract,"dual-network ionic liquid gel from polymerized 1-ethyl-3-vinylimidazolium dicyanamide with SiO2, modified graphene, and Ti3C2Tx | polycationic polymerization improves Seebeck coefficient and suppresses ion leakage; nanofillers reduce crystallinity, scatter phonons, and reinforce hydrogen bonding",domain_curated_rule,0.97
P0413,C0783369D77,PEDOT family,material_entity,conducting polymer family,material_raw,PEDOT:PSS,controlled_rule+prediction_family_collapse,0.94
P0413,C106397924D,p/n thermogalvanic series design,device_function,device function,material+mechanism+abstract,"PEDOT:PSS-coated PVA/CuCl2 dual-channel ionic/electronic composite hydrogel | PEDOT:PSS strengthens coordination between PVA matrix and Cu2+, facilitating Cl- migration; electronic holes partially neutralize ion migration and allow external charge extraction",domain_curated_rule,0.97
P0413,C46747A02A1,ion-pairing and complexation,solvation_entropy,complexation,material+mechanism+abstract,"PEDOT:PSS-coated PVA/CuCl2 dual-channel ionic/electronic composite hydrogel | PEDOT:PSS strengthens coordination between PVA matrix and Cu2+, facilitating Cl- migration; electronic holes partially neutralize ion migration and allow external charge extraction",domain_curated_rule,0.97
P0413,C4A92E5F4FE,hydrogel,material_system,soft material platform,material_raw,hydrogel,controlled_rule,0.94
P0413,C7B823B5BB0,poly(vinyl alcohol) (PVA),material_entity,polymer,material_raw,PVA,controlled_rule,0.94
P0413,C8F254FA6F8,Seebeck coefficient/thermopower,property_metric,thermoelectric metric,abstract,thermopower,controlled_rule,0.94
P0413,CE6FC512ED2,dynamic crosslinked gel network,gel_microstructure,network structure,material+mechanism+abstract,"PEDOT:PSS-coated PVA/CuCl2 dual-channel ionic/electronic composite hydrogel | PEDOT:PSS strengthens coordination between PVA matrix and Cu2+, facilitating Cl- migration; electronic holes partially neutralize ion migration and allow external charge extraction",domain_curated_rule+prediction_family_collapse,0.97
P0413,CF0253D4799,ionic thermopower,property_metric,property/metric,abstract/material/mechanism,ionic thermopower,cleaned_open_concept,0.78
P0413,CF46F216F56,CuCl2,material_entity,chemical formula,material_raw,CuCl2,chemical_formula_parser,0.9
P0413,CF4A6A0344F,ion migration,transport_mechanism,ionic transport,mechanism_raw,ion migration,controlled_rule,0.94
P0413,CF81D526F1E,high ionic thermopower,property_metric,property/metric,abstract/material/mechanism,high ionic thermopower,cleaned_open_concept,0.78
P0414,C10D3798CF7,selective solvation,solvation_entropy,solvation,material+mechanism+abstract,[EMIM][DCA] or [EMIM][BF4] ionic liquids mixed with DMSO or propylene carbonate | selective solvation between ionic liquids and polar organic solvents enhances electrical conductivity and Seebeck coefficient,domain_curated_rule,0.97
P0414,C2AB2ABA9A6,dimethyl sulfoxide (DMSO),material_entity,solvent/additive,material_raw,DMSO,controlled_rule,0.94
P0414,C46747A02A1,ion-pairing and complexation,solvation_entropy,complexation,material+mechanism+abstract,[EMIM][DCA] or [EMIM][BF4] ionic liquids mixed with DMSO or propylene carbonate | selective solvation between ionic liquids and polar organic solvents enhances electrical conductivity and Seebeck coefficient,domain_curated_rule,0.97
P0414,C6CDB23F33C,seebeck coefficient,property_metric,property/metric,abstract/material/mechanism,seebeck coefficient,cleaned_open_concept,0.78
P0414,C8F254FA6F8,Seebeck coefficient/thermopower,property_metric,thermoelectric metric,mechanism_raw,Seebeck coefficient,controlled_rule,0.94
P0414,CA8311B95A4,electrical conductivity,property_metric,transport property,mechanism_raw,electrical conductivity,controlled_rule,0.94
P0414,CC040D01839,or propylene carbonate. selective solvation between ionic liquids,solvation_entropy,solvation/entropy mechanism,material+mechanism+abstract,[EMIM][DCA] or [EMIM][BF4] ionic liquids mixed with DMSO or propylene carbonate | selective solvation between ionic liquids and polar organic solvents enhances electrical conductivity and Seebeck coefficient,domain_curated_rule,0.97
P0414,CCB7E33D0FE,ionic liquid,material_system,electrolyte and solvent,material_raw,ionic liquids,controlled_rule,0.94
P0414,CCF542D6217,thermal conductivity,property_metric,transport property,abstract,thermal conductivity,controlled_rule,0.94
P0414,CEF493304A1,[BF4],material_entity,chemical formula,material_raw,[BF4],chemical_formula_parser,0.9
P0415,C02BE1C5341,low seebeck,property_metric,property/metric,abstract/material/mechanism,low seebeck,cleaned_open_concept,0.78
P0415,C06F57A9BCA,polymer electrolyte,material_system,electrolyte and solvent,material_raw,polymer electrolyte,controlled_rule,0.94
P0415,C6CDB23F33C,seebeck coefficient,property_metric,property/metric,abstract/material/mechanism,seebeck coefficient,cleaned_open_concept,0.78
P0415,C8F254FA6F8,Seebeck coefficient/thermopower,property_metric,thermoelectric metric,mechanism_raw,Seebeck coefficient,controlled_rule,0.94
P0415,C9642D16DCA,graphene oxide,material_entity,carbon material,abstract,go,controlled_rule,0.94
P0415,C9F13917B6F,temperature sensing,device_function,device function,abstract/material/mechanism,temperature sensing,cleaned_open_concept,0.78
P0415,CC1DFFF3702,wearable biointerface thermocell,device_function,device function,material+mechanism+abstract,"polymer electrolyte-gated low-voltage organic transistor | large ionic thermoelectric Seebeck coefficient gates the organic transistor, amplifying temperature sensing far beyond a single thermoelectric leg",domain_curated_rule,0.97
