concept,concept_type,doc_freq,score
electrode corresponding thermoelectric coefficient mv/k,material_system,2,27.58998285929891
electrode attributed electrolyte infiltration strong,material_system,2,27.58998285929891
resistance quasi-solid-state gelatin-kcl-fecn4-/3 i-te cells,material_system,2,27.58998285929891
resistance liquid thermoelectric convertor lte,material_system,2,27.58998285929891
m-2 output voltage mv temperature,material_system,2,27.58998285929891
electrode designed enlarge electroactive surface,material_system,2,27.58998285929891
interfacial resistance gating deformation reduces,material_system,2,27.58998285929891
reserved molten carbonate eutectic li,material_system,2,27.58998285929891
electrode external circuit instead used,material_system,2,27.58998285929891
research reports continuous output ionic,material_system,2,27.58998285929891
requiring additional components complex processing,material_system,2,27.58998285929891
electrode facilitates anion thermodiffusion thermopowers,property_metric,2,27.58998285929891
interfacial free energy water molecules,material_system,2,27.58998285929891
m-2 h-1 additionally pva serves,material_system,2,27.58998285929891
electrochemical systems harvesting energy cyclic,material_system,2,27.58998285929891
respectively tuning ion coordination speciation,material_system,2,27.58998285929891
replacement strategy tailoring synergistic coordination,material_system,2,27.58998285929891
electrode material conducting polymer especially,material_system,2,27.58998285929891
interface skin integrates diverse sensory,material_system,2,27.58998285929891
report aqueous thermogalvanic redox agent,material_system,2,27.58998285929891
replacing water freeze-thawed pva hydrogel,material_system,2,27.58998285929891
magnetic field strength direction results,material_system,2,27.58998285929891
replacement-driven ionic liquid thermoelectric gel,material_system,2,27.58998285929891
repeated charging-discharging cycles steady-state temperature,material_system,2,27.58998285929891
report ionic thermoelectric generator iteg,material_system,2,27.58998285929891
renewable energy pva photothermal hydrogel,device_function,2,27.58998285929891
electrode opposite reaction took place,material_system,2,27.58998285929891
interface seebeck coefficient cell soret,property_metric,2,27.58998285929891
rendering best n-type ionic thermoelectric,material_system,2,27.58998285929891
electrode optimization strategy provided increase,material_system,2,27.58998285929891
magnetic charged colloidal particles liquid,material_system,2,27.58998285929891
report ionic thermoelectric essentially su-percapacitor,material_system,2,27.58998285929891
report ionic thermoelectric i-te material,material_system,2,27.58998285929891
electrochemical systems ionic thermoelectric generator,material_system,2,27.58998285929891
required sufficient voltage output ionic,material_system,2,27.58998285929891
respectively power reduce systematically investigated,material_system,2,27.58998285929891
electrode adjustable thermally stable ionic,material_system,2,27.58998285929891
electrode adjustable thermally stable te,material_system,2,27.58998285929891
respectively mixing oxidant reductant microchannel,device_function,2,27.58998285929891
requirements integration miniaturization low-grade heat,material_system,2,27.58998285929891
m-2 stable voltage generation mv,material_system,2,27.58998285929891
interfacial effect microstructure-electrolyte solution microscale,material_system,2,27.58998285929891
report mixed ion-electron thermoelectric generator,material_system,2,27.58998285929891
reported address trade-off thermopower ionic,property_metric,2,27.58998285929891
report zinc-iodine thermal charging cell,device_function,2,27.58998285929891
interface thermally chargeable capacitor containing,material_system,2,27.58998285929891
electrode ionic liquid electrolytes low-grade,material_system,2,27.58998285929891
report realistically useful power generation,material_system,2,27.58998285929891
report multifunctional tactile sensor fabricated,material_system,2,27.58998285929891
electrode contrast occurs thermogalvanic cells,material_system,2,27.58998285929891
resistance solution charge-transfer resistances remain,electrode_interface,2,27.58998285929891
resistance-gated strategy next-generation human-machine interface,material_system,2,27.58998285929891
dehydration extending operational lifetime geometry-optimised,material_system,2,27.58998285929891
degree kelvin flexible quasi-solid-state ionic,material_system,2,27.58998285929891
solvent polymer network seebeck coefficient,property_metric,2,27.58998285929891
liquid flow thermocells giant ionic,material_system,2,27.58998285929891
solvent nature ions entropy characteristics,solvation_entropy,2,27.58998285929891
solvent des poly vinyl alcohol,material_system,2,27.58998285929891
couple hydrogel reaches seebeck coefficient,property_metric,2,27.58998285929891
dehydration limiting operational lifespans achieving,material_system,2,27.58998285929891
solvent strategy flexible ionic thermoelectric,material_system,2,27.58998285929891
cooperative chemical environment designed interaction,material_system,2,27.58998285929891
cooling thermogalvanic cell able continuously,material_system,2,27.58998285929891
solvation structure synergistically enhancing thermogalvanic,material_system,2,27.58998285929891
liquid undergoes phase transition solid,phase_or_species_transition,2,27.58998285929891
solvation structure mass transfer redox,transport_mechanism,2,27.58998285929891
delta abundant functional groups pacs,material_system,2,27.58998285929891
solvent shell structure redox couple,redox_chemistry,2,27.58998285929891
solvent-induced solvation effects impact configurational,material_system,2,27.58998285929891
delta demonstrating promise designing high-thermopower,property_metric,2,27.58998285929891
coordination species reveal impact speciation,material_system,2,27.58998285929891
degradation processes ionic liquid post-treated,material_system,2,27.58998285929891
deformation readable electrical signals wristband,material_system,2,27.58998285929891
stems optimized thermopower benzoquinone/hydroquinone bq/h,property_metric,2,27.58998285929891
liquid thermoelectric convertor lte composed,material_system,2,27.58998285929891
deformation reduces resistance barrier enhances,material_system,2,27.58998285929891
structural electrical magnetic thermal property,property_metric,2,27.58998285929891
solvent-tailored gel electrolytes low-grade heat,material_system,2,27.58998285929891
structural optimization confirms compounds crystallize,material_system,2,27.58998285929891
couple fe3+/fe2 enhancing thermopower mv,property_metric,2,27.58998285929891
solvent-network engineering developing deep eutectic,material_system,2,27.58998285929891
degradation associated deterioration thermoelectric property,material_system,2,27.58998285929891
liquid flow thermocells giant power,material_system,2,27.58998285929891
couple guanidine hydrochloride solvent exchange,material_system,2,27.58998285929891
liquid thermoelectric gel self-powered morse,material_system,2,27.58998285929891
structure redox couple expand operation,redox_chemistry,2,27.58998285929891
delta growth velocity temperature gradient,material_system,2,27.58998285929891
interlayer van der waals interactions,material_system,2,27.58998285929891
